,Position,Driver,Car,Time
4,1,Rubens Barrichello,Ferrari,1:25.703
5,2,Heinz-Harald Frentzen,Jordan Mugen Honda,1:25.706
1,3,Mika Hakkinen,McLaren Mercedes,1:25.741
2,4,David Coulthard,McLaren Mercedes,1:26.088
3,5,Michael Schumacher,Ferrari,1:26.161
10,6,Jenson Button,Williams BMW,1:26.733
9,7,Ralf Schumacher,Williams BMW,1:26.786
19,8,Jos Verstappen,Arrows Supertec,1:26.793
7,9,Eddie Irvine,Jaguar Cosworth,1:26.818
22,10,Jacques Villeneuve,BAR Honda,1:27.025
6,11,Jarno Trulli,Jordan Mugen Honda,1:27.164
11,12,Giancarlo Fisichella,Benetton Playlife,1:27.253
16,13,Pedro Diniz,Sauber Petronas,1:27.301
8,14,Johnny Herbert,Jaguar Cosworth,1:27.461
14,15,Jean Alesi,Prost Peugeot,1:27.559
23,16,Ricardo Zonta,BAR Honda,1:27.772
15,17,Nick Heidfeld,Prost Peugeot,1:27.806
17,18,Mika Salo,Sauber Petronas,1:28.110
18,19,Pedro de la Rosa,Arrows Supertec,1:28.135
12,20,Alexander Wurz,Benetton Playlife,1:28.205
20,21,Marc Gene,Minardi Fondmetal,1:28.253
21,22,Gaston Mazzacane,Minardi Fondmetal,1:29.174
