,Position,Driver,Car,Laps,Time,Points
2,1,David Coulthard,McLaren Mercedes,60,1:28:50.108,10
1,2,Mika Hakkinen,McLaren Mercedes,60,+1.477s,6
3,3,Michael Schumacher,Ferrari,60,+19.917s,4
9,4,Ralf Schumacher,Williams BMW,60,+41.312s,3
10,5,Jenson Button,Williams BMW,60,+57.759s,2
6,6,Jarno Trulli,Jordan Mugen Honda,60,+79.273s,1
11,7,Giancarlo Fisichella,Benetton Playlife,59,+1 lap,0
17,8,Mika Salo,Sauber Petronas,59,+1 lap,0
12,9,Alexander Wurz,Benetton Playlife,59,+1 lap,0
14,10,Jean Alesi,Prost Peugeot,59,+1 lap,0
16,11,Pedro Diniz,Sauber Petronas,59,+1 lap,0
8,12,Johnny Herbert,Jaguar Cosworth,59,+1 lap,0
7,13,Eddie Irvine,Jaguar Cosworth,59,+1 lap,0
20,14,Marc Gene,Minardi Fondmetal,59,+1 lap,0
21,15,Gaston Mazzacane,Minardi Fondmetal,59,+1 lap,0
22,16,Jacques Villeneuve,BAR Honda,56,DNF,0
5,17,Heinz-Harald Frentzen,Jordan Mugen Honda,54,DNF,0
15,NC,Nick Heidfeld,Prost Peugeot,51,DNF,0
23,NC,Ricardo Zonta,BAR Honda,36,DNF,0
4,NC,Rubens Barrichello,Ferrari,35,DNF,0
18,NC,Pedro de la Rosa,Arrows Supertec,26,DNF,0
19,NC,Jos Verstappen,Arrows Supertec,20,DNF,0
