,Position,Driver,Car,Time,Laps
4,1,Rubens Barrichello,Ferrari,1:25.703,11
5,2,Heinz-Harald Frentzen,Jordan Mugen Honda,1:25.706,10
1,3,Mika Hakkinen,McLaren Mercedes,1:25.741,11
2,4,David Coulthard,McLaren Mercedes,1:26.088,12
3,5,Michael Schumacher,Ferrari,1:26.161,10
10,6,Jenson Button,Williams BMW,1:26.733,12
9,7,Ralf Schumacher,Williams BMW,1:26.786,12
19,8,Jos Verstappen,Arrows Supertec,1:26.793,10
7,9,Eddie Irvine,Jaguar Cosworth,1:26.818,11
22,10,Jacques Villeneuve,BAR Honda,1:27.025,11
6,11,Jarno Trulli,Jordan Mugen Honda,1:27.164,11
11,12,Giancarlo Fisichella,Benetton Playlife,1:27.253,12
16,13,Pedro Diniz,Sauber Petronas,1:27.301,12
8,14,Johnny Herbert,Jaguar Cosworth,1:27.461,12
14,15,Jean Alesi,Prost Peugeot,1:27.559,12
23,16,Ricardo Zonta,BAR Honda,1:27.772,12
15,17,Nick Heidfeld,Prost Peugeot,1:27.806,12
17,18,Mika Salo,Sauber Petronas,1:28.110,12
18,19,Pedro de la Rosa,Arrows Supertec,1:28.135,12
12,20,Alexander Wurz,Benetton Playlife,1:28.205,11
20,21,Marc Gene,Minardi Fondmetal,1:28.253,12
21,22,Gaston Mazzacane,Minardi Fondmetal,1:29.174,12
