,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Mika Hakkinen,McLaren Mercedes,56,1:26.217,214.663
3,2,Michael Schumacher,Ferrari,59,1:26.428,214.138
9,3,Ralf Schumacher,Williams BMW,49,1:26.998,212.735
2,4,David Coulthard,McLaren Mercedes,31,1:27.093,212.503
5,5,Heinz-Harald Frentzen,Jordan Mugen Honda,41,1:27.286,212.034
4,6,Rubens Barrichello,Ferrari,34,1:27.496,211.525
10,7,Jenson Button,Williams BMW,44,1:27.631,211.199
23,8,Ricardo Zonta,BAR Honda,27,1:27.655,211.141
6,9,Jarno Trulli,Jordan Mugen Honda,36,1:27.824,210.735
8,10,Johnny Herbert,Jaguar Cosworth,53,1:28.001,210.311
7,11,Eddie Irvine,Jaguar Cosworth,54,1:28.009,210.292
16,12,Pedro Diniz,Sauber Petronas,52,1:28.037,210.225
22,13,Jacques Villeneuve,BAR Honda,32,1:28.093,210.091
11,14,Giancarlo Fisichella,Benetton Playlife,32,1:28.116,210.036
17,15,Mika Salo,Sauber Petronas,32,1:28.178,209.889
14,16,Jean Alesi,Prost Peugeot,43,1:28.388,209.390
12,17,Alexander Wurz,Benetton Playlife,34,1:28.487,209.156
20,18,Marc Gene,Minardi Fondmetal,39,1:28.557,208.990
21,19,Gaston Mazzacane,Minardi Fondmetal,54,1:28.665,208.736
15,20,Nick Heidfeld,Prost Peugeot,41,1:28.803,208.411
18,21,Pedro de la Rosa,Arrows Supertec,25,1:28.867,208.261
19,22,Jos Verstappen,Arrows Supertec,12,1:29.546,206.682
