,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,69,1:12.909,164.769,16:31:41
22,2,Yuki Tsunoda,AlphaTauri Honda,66,1:14.037,162.259,16:29:05
11,3,Sergio Perez,Red Bull Racing Honda,32,1:14.552,161.138,15:44:05
3,4,Daniel Ricciardo,McLaren Mercedes,43,1:14.578,161.082,15:59:09
55,5,Carlos Sainz,Ferrari,35,1:14.621,160.989,15:48:00
33,6,Max Verstappen,Red Bull Racing Honda,58,1:14.649,160.929,16:16:44
4,7,Lando Norris,McLaren Mercedes,76,1:14.670,160.883,16:39:40
18,8,Lance Stroll,Aston Martin Mercedes,74,1:14.674,160.875,16:38:08
7,9,Kimi Räikkönen,Alfa Romeo Racing Ferrari,55,1:14.971,160.237,16:14:27
14,10,Fernando Alonso,Alpine Renault,70,1:15.026,160.120,16:33:45
5,11,Sebastian Vettel,Aston Martin Mercedes,33,1:15.316,159.503,15:45:41
31,12,Esteban Ocon,Alpine Renault,41,1:15.316,159.503,15:56:18
99,13,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,41,1:15.331,159.472,15:56:20
10,14,Pierre Gasly,AlphaTauri Honda,71,1:15.412,159.300,16:33:55
63,15,George Russell,Williams Mercedes,59,1:15.539,159.033,16:20:09
6,16,Nicholas Latifi,Williams Mercedes,66,1:15.573,158.961,16:29:03
77,17,Valtteri Bottas,Mercedes,18,1:15.706,158.682,15:26:01
47,18,Mick Schumacher,Haas Ferrari,51,1:16.425,157.189,16:11:30
9,19,Nikita Mazepin,Haas Ferrari,64,1:16.866,156.287,16:28:16
