,Position,Driver,Car,Q1,Q2,Q3,Laps
16,1,Charles Leclerc,Ferrari,1:11.113,1:10.597,1:10.346,27
33,2,Max Verstappen,Red Bull Racing Honda,1:11.124,1:10.650,1:10.576,23
77,3,Valtteri Bottas,Mercedes,1:10.938,1:10.695,1:10.601,28
55,4,Carlos Sainz,Ferrari,1:11.324,1:10.806,1:10.611,25
4,5,Lando Norris,McLaren Mercedes,1:11.321,1:11.031,1:10.620,23
10,6,Pierre Gasly,AlphaTauri Honda,1:11.560,1:11.179,1:10.900,30
44,7,Lewis Hamilton,Mercedes,1:11.622,1:11.116,1:11.095,30
5,8,Sebastian Vettel,Aston Martin Mercedes,1:12.078,1:11.309,1:11.419,26
11,9,Sergio Perez,Red Bull Racing Honda,1:11.644,1:11.019,1:11.573,26
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:11.658,1:11.409,1:11.779,28
31,11,Esteban Ocon,Alpine Renault,1:11.740,1:11.486,,22
3,12,Daniel Ricciardo,McLaren Mercedes,1:11.747,1:11.598,,21
18,13,Lance Stroll,Aston Martin Mercedes,1:11.979,1:11.600,,20
7,14,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:11.899,1:11.642,,21
63,15,George Russell,Williams Mercedes,1:12.016,1:11.830,,24
22,16,Yuki Tsunoda,AlphaTauri Honda,1:12.096,,,13
14,17,Fernando Alonso,Alpine Renault,1:12.205,,,12
6,18,Nicholas Latifi,Williams Mercedes,1:12.366,,,14
9,19,Nikita Mazepin,Haas Ferrari,1:12.958,,,12
