,Position,Driver,Car,Laps,Time,Points
5,1,Thierry Boutsen,Williams Renault,69,2:01:24.073,9
6,2,Riccardo Patrese,Williams Renault,69,+30.007s,6
22,3,Andrea de Cesaris,Dallara Ford,69,+96.649s,4
11,4,Nelson Piquet,Lotus Judd,69,+101.484s,3
25,5,Rene Arnoux,Ligier Ford,68,+1 lap,2
21,6,Alex Caffi,Dallara Ford,67,+2 laps,1
1,7,Ayrton Senna,McLaren Honda,66,DNF,0
38,8,Christian Danner,Rial Ford,66,+3 laps,0
31,NC,Roberto Moreno,Coloni Ford,57,DNF,0
9,NC,Derek Warwick,Arrows Ford,40,DNF,0
3,NC,Jonathan  Palmer,Tyrrell Ford,35,DNF,0
17,NC,Nicola Larini,Osella Ford,33,DNF,0
16,NC,Ivan Capelli,March Judd,28,DNF,0
30,NC,Philippe Alliot,Lola Lamborghini,26,DNF,0
36,NC,Stefan Johansson,Onyx Ford,13,DNF,0
24,NC,Luis Perez-Sala,Minardi Ford,11,DNF,0
15,NC,Mauricio Gugelmin,March Judd,11,DNF,0
28,NC,Gerhard Berger,Ferrari,6,DNF,0
40,NC,Gabriele Tarquini,AGS Ford,6,DNF,0
10,NC,Eddie  Cheever,Arrows Ford,3,DNF,0
2,NC,Alain Prost,McLaren Honda,2,DNF,0
