,Position,Driver,Car,Laps,Time,Points
1,1,Pedro Rodriguez,BRM,28,1:38:09.900,9
10,2,Chris Amon,March Ford,28,+1.100s,6
25,3,Jean-Pierre Beltoise,Matra,28,+103.700s,4
28,4,Ignazio  Giunti ,Ferrari,28,+158.500s,3
19,5,Rolf Stommelen,Brabham Ford,28,+201.800s,2
26,6,Henri Pescarolo,Matra,27,DNF,1
9,7,Jo Siffert,March Ford,26,DNF,0
27,8,Jacky Ickx,Ferrari,26,+2 laps,0
14,NC,Ronnie Peterson,March Ford,20,+8 laps,0
18,NC,Jack Brabham,Brabham Ford,19,DNF,0
23,NC,Graham Hill,Lotus Ford,19,DNF,0
11,NC,Jackie Stewart,March Ford,14,DNF,0
21,NC,John   Miles,Lotus Ford,13,DNF,0
20,NC,Jochen Rindt,Lotus Ford,10,DNF,0
2,NC,Jackie Oliver,BRM,7,DNF,0
7,NC,Piers   Courage,De Tomaso Ford,4,DNF,0
8,NC,Derek Bell,Brabham Ford,1,DNF,0
