,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,60,1:32:35.101,10
2,2,Rubens Barrichello,Ferrari,60,+17.989s,8
9,3,Jenson Button,BAR Honda,60,+22.533s,6
7,4,Jarno Trulli,Renault,60,+53.673s,5
8,5,Fernando Alonso,Renault,60,+60.987s,4
11,6,Giancarlo Fisichella,Sauber Petronas,60,+73.448s,3
14,7,Mark Webber,Jaguar Cosworth,60,+76.206s,2
3,8,Juan Pablo Montoya,Williams BMW,59,+1 lap,1
12,9,Felipe Massa,Sauber Petronas,59,+1 lap,0
18,10,Nick Heidfeld,Jordan Ford,59,+1 lap,0
17,11,Olivier Panis,Toyota,59,+1 lap,0
15,12,Christian Klien,Jaguar Cosworth,59,+1 lap,0
19,13,Giorgio Pantano,Jordan Ford,58,+2 laps,0
20,14,Gianmaria Bruni,Minardi Cosworth,57,+3 laps,0
21,15,Zsolt Baumgartner,Minardi Cosworth,57,+3 laps,0
10,NC,Takuma Sato,BAR Honda,47,DNF,0
5,NC,David Coulthard,McLaren Mercedes,25,DNF,0
6,NC,Kimi Räikkönen,McLaren Mercedes,9,DNF,0
4,NC,Ralf Schumacher,Williams BMW,0,DNF,0
16,NC,Cristiano da Matta,Toyota,0,DNF,0
