,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,7,1:29.468,207.144
10,2,Takuma Sato,BAR Honda,11,1:30.004,205.910
2,3,Rubens Barrichello,Ferrari,14,1:30.101,205.689
9,4,Jenson Button,BAR Honda,13,1:30.457,204.879
8,5,Fernando Alonso,Renault,29,1:31.065,203.511
7,6,Jarno Trulli,Renault,30,1:31.131,203.364
11,7,Giancarlo Fisichella,Sauber Petronas,23,1:31.413,202.737
3,8,Juan Pablo Montoya,Williams BMW,43,1:31.424,202.712
6,9,Kimi Räikkönen,McLaren Mercedes,2,1:31.670,202.168
14,10,Mark Webber,Jaguar Cosworth,37,1:31.893,201.678
18,11,Nick Heidfeld,Jordan Ford,55,1:32.121,201.178
5,12,David Coulthard,McLaren Mercedes,14,1:32.337,200.708
17,13,Olivier Panis,Toyota,12,1:32.506,200.341
12,14,Felipe Massa,Sauber Petronas,37,1:32.729,199.859
19,15,Giorgio Pantano,Jordan Ford,27,1:32.772,199.767
15,16,Christian Klien,Jaguar Cosworth,14,1:32.804,199.698
21,17,Zsolt Baumgartner,Minardi Cosworth,46,1:34.666,195.770
20,18,Gianmaria Bruni,Minardi Cosworth,7,1:35.555,193.949
