,Position,Driver,Car,Time / Gap,Laps
7,1,Kimi Räikkönen,Ferrari,1:38.699,35
44,2,Lewis Hamilton,Mercedes,+0.011s,20
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.522s,28
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.610s,33
77,5,Valtteri Bottas,Mercedes,+0.669s,33
55,6,Carlos Sainz,Renault,+1.575s,36
8,7,Romain Grosjean,Haas Ferrari,+1.685s,33
14,8,Fernando Alonso,McLaren Renault,+1.760s,31
5,9,Sebastian Vettel,Ferrari,+1.934s,12
27,10,Nico Hulkenberg,Renault,+1.969s,35
11,11,Sergio Perez,Force India Mercedes,+2.075s,30
9,12,Marcus Ericsson,Sauber Ferrari,+2.113s,37
31,13,Esteban Ocon,Force India Mercedes,+2.171s,33
16,14,Charles Leclerc,Sauber Ferrari,+2.363s,37
20,15,Kevin Magnussen,Haas Ferrari,+2.455s,32
2,16,Stoffel Vandoorne,McLaren Renault,+2.465s,32
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,+2.843s,38
10,18,Pierre Gasly,Scuderia Toro Rosso Honda,+2.916s,36
18,19,Lance Stroll,Williams Mercedes,+3.442s,17
35,20,Sergey Sirotkin,Williams Mercedes,+3.482s,36
