,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:36.015
33,2,Max Verstappen,Red Bull Racing TAG Heuer,1:36.334
5,3,Sebastian Vettel,Ferrari,1:36.628
77,4,Valtteri Bottas,Mercedes,1:36.702
7,5,Kimi Räikkönen,Ferrari,1:36.794
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:36.996
11,7,Sergio Perez,Force India Mercedes,1:37.985
8,8,Romain Grosjean,Haas Ferrari,1:38.320
31,9,Esteban Ocon,Force India Mercedes,1:38.365
27,10,Nico Hulkenberg,Renault,1:38.588
14,11,Fernando Alonso,McLaren Renault,1:38.641
55,12,Carlos Sainz,Renault,1:38.716
16,13,Charles Leclerc,Sauber Ferrari,1:38.747
9,14,Marcus Ericsson,Sauber Ferrari,1:39.453
10,15,Pierre Gasly,Scuderia Toro Rosso Honda,1:39.691
20,16,Kevin Magnussen,Haas Ferrari,1:39.644
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,1:39.809
2,18,Stoffel Vandoorne,McLaren Renault,1:39.864
35,19,Sergey Sirotkin,Williams Mercedes,1:41.263
18,20,Lance Stroll,Williams Mercedes,1:41.334
