,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
20,1,Kevin Magnussen,Haas Ferrari,50,1:41.905,178.860,21:48:46
44,2,Lewis Hamilton,Mercedes,56,1:42.913,177.108,21:56:07
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,59,1:43.120,176.753,22:02:07
14,4,Fernando Alonso,McLaren Renault,57,1:43.164,176.677,21:59:26
33,5,Max Verstappen,Red Bull Racing TAG Heuer,54,1:43.345,176.368,21:52:44
5,6,Sebastian Vettel,Ferrari,48,1:44.669,174.137,21:42:27
7,7,Kimi Räikkönen,Ferrari,46,1:44.715,174.061,21:39:04
77,8,Valtteri Bottas,Mercedes,42,1:44.720,174.052,21:31:59
28,9,Brendon Hartley,Scuderia Toro Rosso Honda,38,1:44.889,173.772,21:26:58
9,10,Marcus Ericsson,Sauber Ferrari,50,1:45.169,173.309,21:47:57
16,11,Charles Leclerc,Sauber Ferrari,57,1:45.203,173.253,22:00:03
55,12,Carlos Sainz,Renault,50,1:45.211,173.240,21:47:23
11,13,Sergio Perez,Force India Mercedes,48,1:45.389,172.947,21:45:06
2,14,Stoffel Vandoorne,McLaren Renault,50,1:45.555,172.675,21:48:02
35,15,Sergey Sirotkin,Williams Mercedes,48,1:45.902,172.110,21:45:43
8,16,Romain Grosjean,Haas Ferrari,57,1:45.904,172.106,22:00:34
18,17,Lance Stroll,Williams Mercedes,53,1:46.033,171.897,21:53:36
10,18,Pierre Gasly,Scuderia Toro Rosso Honda,56,1:46.063,171.848,21:58:50
27,19,Nico Hulkenberg,Renault,53,1:46.093,171.800,21:53:09
