,Position,Driver,Car,Time / Gap,Laps
3,1,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:39.711,27
33,2,Max Verstappen,Red Bull Racing TAG Heuer,+0.201s,27
5,3,Sebastian Vettel,Ferrari,+0.286s,23
7,4,Kimi Räikkönen,Ferrari,+0.775s,21
27,5,Nico Hulkenberg,Renault,+1.394s,26
44,6,Lewis Hamilton,Mercedes,+1.521s,28
55,7,Carlos Sainz,Renault,+1.618s,23
77,8,Valtteri Bottas,Mercedes,+1.718s,28
16,9,Charles Leclerc,Sauber Ferrari,+2.324s,24
8,10,Romain Grosjean,Haas Ferrari,+2.397s,21
9,11,Marcus Ericsson,Sauber Ferrari,+2.697s,23
11,12,Sergio Perez,Force India Mercedes,+2.701s,25
20,13,Kevin Magnussen,Haas Ferrari,+2.741s,20
14,14,Fernando Alonso,McLaren Renault,+2.919s,23
31,15,Esteban Ocon,Force India Mercedes,+3.466s,25
10,16,Pierre Gasly,Scuderia Toro Rosso Honda,+3.529s,25
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,+3.774s,30
18,18,Lance Stroll,Williams Mercedes,+4.138s,30
35,19,Sergey Sirotkin,Williams Mercedes,+4.325s,29
2,20,Stoffel Vandoorne,McLaren Renault,+5.449s,11
