,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,61,1:51:11.611,25
33,2,Max Verstappen,Red Bull Racing TAG Heuer,61,+8.961s,18
5,3,Sebastian Vettel,Ferrari,61,+39.945s,15
77,4,Valtteri Bottas,Mercedes,61,+51.930s,12
7,5,Kimi Räikkönen,Ferrari,61,+53.001s,10
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,61,+53.982s,8
14,7,Fernando Alonso,McLaren Renault,61,+103.011s,6
55,8,Carlos Sainz,Renault,60,+1 lap,4
16,9,Charles Leclerc,Sauber Ferrari,60,+1 lap,2
27,10,Nico Hulkenberg,Renault,60,+1 lap,1
9,11,Marcus Ericsson,Sauber Ferrari,60,+1 lap,0
2,12,Stoffel Vandoorne,McLaren Renault,60,+1 lap,0
10,13,Pierre Gasly,Scuderia Toro Rosso Honda,60,+1 lap,0
18,14,Lance Stroll,Williams Mercedes,60,+1 lap,0
8,15,Romain Grosjean,Haas Ferrari,60,+1 lap,0
11,16,Sergio Perez,Force India Mercedes,60,+1 lap,0
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,60,+1 lap,0
20,18,Kevin Magnussen,Haas Ferrari,59,+2 laps,0
35,19,Sergey Sirotkin,Williams Mercedes,59,+2 laps,0
31,NC,Esteban Ocon,Force India Mercedes,0,DNF,0
