,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:38.054,19
7,2,Kimi Räikkönen,Ferrari,+0.362s,16
44,3,Lewis Hamilton,Mercedes,+0.504s,14
77,4,Valtteri Bottas,Mercedes,+0.549s,17
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.132s,14
33,6,Max Verstappen,Red Bull Racing TAG Heuer,+1.211s,10
8,7,Romain Grosjean,Haas Ferrari,+1.693s,14
31,8,Esteban Ocon,Force India Mercedes,+2.019s,14
11,9,Sergio Perez,Force India Mercedes,+2.177s,14
14,10,Fernando Alonso,McLaren Renault,+2.200s,10
27,11,Nico Hulkenberg,Renault,+2.396s,17
20,12,Kevin Magnussen,Haas Ferrari,+2.505s,13
55,13,Carlos Sainz,Renault,+2.537s,14
10,14,Pierre Gasly,Scuderia Toro Rosso Honda,+2.632s,16
2,15,Stoffel Vandoorne,McLaren Renault,+2.744s,15
16,16,Charles Leclerc,Sauber Ferrari,+2.861s,20
28,17,Brendon Hartley,Scuderia Toro Rosso Honda,+3.508s,18
35,18,Sergey Sirotkin,Williams Mercedes,+3.830s,19
9,19,Marcus Ericsson,Sauber Ferrari,+3.899s,18
18,20,Lance Stroll,Williams Mercedes,+4.166s,18
