,Position,Driver,Car,Time
5,1,Jim Clark,Lotus Climax,1:25.300
6,2,Graham Hill,Lotus Climax,1:26.000
1,3,Jack Brabham,Brabham Repco,1:26.200
2,4,Denny Hulme,Brabham Repco,1:26.300
9,5,Dan Gurney,Eagle Climax,1:26.400
8,6,Chris Amon,Ferrari,1:26.900
7,7,John Surtees,Honda,1:27.200
11,8,Jochen Rindt,Cooper Maserati,1:27.400
12,9,Pedro Rodriguez,Cooper Maserati,1:27.900
10,10,Bruce McLaren,Eagle Climax,1:28.100
4,11,Mike Spence,BRM,1:28.300
3,12,Jackie Stewart,BRM,1:28.700
15,13,Chris   Irwin,Lotus BRM,1:29.600
20,14,David   Hobbs,BRM,1:30.100
14,15,Alan  Rees ,Cooper Maserati,1:30.300
16,16,Piers   Courage,Lotus BRM,1:30.400
19,17,Bob Anderson,Brabham Climax,1:30.700
17,18,Jo Siffert,Cooper Maserati,1:31.000
23,19,Jo Bonnier,Cooper Maserati,1:32.000
22,20,Silvio  Moser ,Cooper ATS,1:32.900
18,21,Guy  Ligier ,Cooper Maserati,1:34.800
