,Position,Driver,Car,Laps,Time,Points
11,1,Jacky Ickx,Brabham Ford,90,1:59:25.700,9
12,2,Jack Brabham,Brabham Ford,90,+46.200s,6
2,3,Jochen Rindt,Lotus Ford,90,+52.000s,4
18,4,Jean-Pierre Beltoise,Matra Ford,89,+1 lap,3
4,5,Bruce McLaren,McLaren Ford,87,+3 laps,2
19,6,Johnny  Servoz-Gavin ,Matra Ford,84,+6 laps,1
25,7,Pete  Lovely ,Lotus Ford,81,+9 laps,0
16,NC,Bill   Brack,BRM,80,+10 laps,0
1,NC,Graham Hill,Lotus Ford,42,DNF,0
9,NC,Jo Siffert,Lotus Ford,40,DNF,0
3,NC,John   Miles,Lotus Ford,40,DNF,0
6,NC,Pedro Rodriguez,Ferrari,37,DNF,0
17,NC,Jackie Stewart,Matra Ford,32,DNF,0
69,DQ,Al  Pease ,Eagle Climax,22,DSQ,0
14,NC,John Surtees,BRM,15,DNF,0
21,NC,Piers   Courage,Brabham Ford,13,DNF,0
26,NC,John  Cordts ,Brabham Climax,10,DNF,0
5,NC,Denny Hulme,McLaren Ford,9,DNF,0
15,NC,Jackie Oliver,BRM,2,DNF,0
20,NC,Silvio  Moser ,Brabham Ford,0,DNF,0
