,Position,Driver,Car,Time
3,1,Jim Clark,Lotus Climax,8:04.100
2,2,Denny Hulme,Brabham Repco,8:13.500
11,3,Jackie Stewart,BRM,8:15.200
9,4,Dan Gurney,Eagle Climax,8:16.900
10,5,Bruce McLaren,Eagle Climax,8:17.700
7,6,John Surtees,Honda,8:18.200
1,7,Jack Brabham,Brabham Repco,8:18.900
8,8,Chris Amon,Ferrari,8:20.400
5,9,Jochen Rindt,Cooper Maserati,8:20.900
6,10,Pedro Rodriguez,Cooper Maserati,8:22.200
12,11,Mike Spence,BRM,8:26.500
14,12,Jo Siffert,Cooper Maserati,8:31.400
4,13,Graham Hill,Lotus Climax,8:31.700
17,14,Hubert  Hahne ,Lola BMW,8:32.800
18,15,Chris   Irwin,Lotus BRM,8:41.600
16,16,Jo Bonnier,Cooper Maserati,8:47.800
15,17,Guy  Ligier ,Cooper Maserati,9:14.400
29,18,Jacky Ickx,Matra Ford,
24,19,Jackie Oliver,Lotus Climax,
22,20,Alan  Rees ,Brabham Repco,
23,21,Jo  Schlesser ,Matra Ford,
27,22,David   Hobbs,Lola BMW,
26,23,Kurt  Ahrens ,Protos Cosworth,
20,24,Gerhard Mitter,Brabham Repco,
25,25,Brian Hart,Protos Cosworth,
