,Position,Driver,Car,Laps,Time,Points
2,1,Denny Hulme,Brabham Repco,15,2:05:55.700,9
1,2,Jack Brabham,Brabham Repco,15,+38.500s,6
8,3,Chris Amon,Ferrari,15,+39.000s,4
7,4,John Surtees,Honda,15,+145.700s,3
24,5,Jackie Oliver,Lotus Ford,15,+369.200s,0
16,6,Jo Bonnier,Cooper Maserati,15,+522.100s,0
22,7,Alan  Rees ,,15,+527.900s,0
15,8,Guy  Ligier ,Brabham Repco,14,+1 lap,0
18,9,Chris   Irwin,BRM,13,+2 laps,0
27,10,David   Hobbs,Lola BMW,13,+2 laps,0
6,11,Pedro Rodriguez,Cooper Maserati,13,+2 laps,0
9,NC,Dan Gurney,Eagle Weslake,12,DNF,0
29,NC,Jacky Ickx,Matra Ford,12,DNF,0
25,NC,Brian Hart,Protos Cosworth,12,+3 laps,0
14,NC,Jo Siffert,Cooper Maserati,11,DNF,0
4,NC,Graham Hill,Lotus Ford,8,DNF,0
17,NC,Hubert  Hahne ,Lola BMW,6,DNF,0
11,NC,Jackie Stewart,BRM,5,DNF,0
5,NC,Jochen Rindt,Cooper Maserati,4,DNF,0
3,NC,Jim Clark,Lotus Ford,4,DNF,0
26,NC,Kurt  Ahrens ,Protos Cosworth,4,DNF,0
10,NC,Bruce McLaren,Eagle Weslake,3,DNF,0
12,NC,Mike Spence,BRM,3,DNF,0
23,NC,Jo  Schlesser ,Matra Ford,2,DNF,0
20,NC,Gerhard Mitter,,0,DNF,0
