,Position,Driver,Car,Time
28,1,Rene Arnoux,Ferrari,1:31.238
5,2,Nelson Piquet,Brabham BMW,1:31.964
27,3,Patrick Tambay,Ferrari,1:31.967
15,4,Alain Prost,Renault,1:32.138
6,5,Riccardo Patrese,Brabham BMW,1:32.969
16,6,Eddie  Cheever,Renault,1:33.450
9,7,Manfred Winkelhock,ATS BMW,1:33.470
22,8,Andrea de Cesaris,Alfa Romeo,1:33.528
11,9,Elio de Angelis,Lotus Ford,1:34.332
23,10,Mauro Baldi,Alfa Romeo,1:35.000
1,11,Keke Rosberg,Williams Honda,1:35.086
29,12,Marc Surer,Arrows Ford,1:35.411
3,13,Michele Alboreto,Tyrrell Ford,1:35.525
35,14,Derek Warwick,Toleman Hart,1:35.676
12,15,Nigel Mansell,Lotus Ford,1:35.703
2,16,Jacques Laffite,Williams Honda,1:35.707
36,17,Bruno Giacomelli,Toleman Hart,1:35.969
8,18,Niki Lauda,McLaren TAG,1:36.099
25,19,Jean-Pierre Jarier,Ligier Ford,1:36.116
30,20,Chico Serra,Arrows Ford,1:36.258
33,21,Roberto Guerrero,Theodore Ford,1:36.324
4,22,Danny Sullivan,Tyrrell Ford,1:36.359
34,23,Johnny Cecotto,Theodore Ford,1:36.638
7,24,John Watson,McLaren TAG,1:36.652
26,25,Raul Boesel,Ligier Ford,1:37.322
31,26,Corrado Fabi,Theodore Ford,1:37.711
