,Position,Driver,Car,Laps,Time,Points
11,1,Jody Scheckter,Ferrari,76,1:55:22.480,9
28,2,Clay Regazzoni,Williams Ford,76,+0.440s,6
2,3,Carlos Reutemann,Lotus Ford,76,+8.570s,4
7,4,John Watson,McLaren Ford,76,+41.310s,3
25,5,Patrick Depailler,Ligier Ford,74,DNF,2
30,6,Jochen Mass,Arrows Ford,69,+7 laps,1
6,7,Nelson Piquet,Brabham Alfa Romeo,68,DNF,0
15,8,Jean-Pierre Jabouille,Renault,68,+8 laps,0
26,NC,Jacques Laffite,Ligier Ford,55,DNF,0
12,NC,Gilles Villeneuve,Ferrari,54,DNF,0
27,NC,Alan  Jones,Williams Ford,43,DNF,0
4,NC,Jean-Pierre Jarier,Tyrrell Ford,34,DNF,0
9,NC,Hans-Joachim Stuck,ATS Ford,30,DNF,0
5,NC,Niki Lauda,Brabham Alfa Romeo,21,DNF,0
3,NC,Didier Pironi,Tyrrell Ford,21,DNF,0
1,NC,Mario Andretti,Lotus Ford,21,DNF,0
14,NC,Emerson Fittipaldi,Fittipaldi Ford,17,DNF,0
16,NC,Rene Arnoux,Renault,8,DNF,0
20,NC,James Hunt,Wolf Ford,4,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,4,DNF,0
