,Position,Driver,Car,Time
15,1,Jean-Pierre Jabouille,Renault,1:10.000
16,2,Rene Arnoux,Renault,1:10.210
5,3,Nelson Piquet,Brabham Ford,1:11.870
26,4,Jacques Laffite,Ligier Ford,1:11.880
25,5,Didier Pironi,Ligier Ford,1:12.110
28,6,Carlos Reutemann,Williams Ford,1:12.150
22,7,Patrick Depailler,Alfa Romeo,1:12.160
27,8,Alan  Jones,Williams Ford,1:12.230
1,9,Jody Scheckter,Ferrari,1:12.320
2,10,Gilles Villeneuve,Ferrari,1:12.380
29,11,Riccardo Patrese,Arrows Ford,1:12.500
23,12,Bruno Giacomelli,Alfa Romeo,1:12.510
3,13,Jean-Pierre Jarier,Tyrrell Ford,1:12.700
12,14,Elio de Angelis,Lotus Ford,1:12.740
11,15,Mario Andretti,Lotus Ford,1:12.930
4,16,Derek Daly,Tyrrell Ford,1:13.040
6,17,Ricardo Zunino,Brabham Ford,1:13.050
20,18,Emerson Fittipaldi,Fittipaldi Ford,1:13.230
30,19,Jochen Mass,Arrows Ford,1:13.250
14,20,Clay Regazzoni,Ensign Ford,1:13.250
7,21,John Watson,McLaren Ford,1:13.610
31,22,Eddie  Cheever,Osella Ford,1:13.830
21,23,Keke Rosberg,Fittipaldi Ford,1:13.840
17,24,Geoff Lees,Shadow Ford,1:14.460
