,Position,Driver,Car,Time / Gap,Laps
4,1,Heinz-Harald Frentzen,Williams Renault,1:17.506,29
3,2,Jacques Villeneuve,Williams Renault,+0.323s,30
7,3,Jean Alesi,Benetton Renault,+0.494s,27
16,4,Johnny Herbert,Sauber Petronas,+0.755s,30
8,5,Gerhard Berger,Benetton Renault,+0.931s,22
11,6,Ralf Schumacher,Jordan Peugeot,+0.973s,30
5,7,Michael Schumacher,Ferrari,+0.982s,30
10,8,David Coulthard,McLaren Mercedes,+1.312s,28
1,9,Damon Hill,Arrows Yamaha,+1.472s,27
9,10,Mika Hakkinen,McLaren Mercedes,+1.765s,23
12,11,Giancarlo Fisichella,Jordan Peugeot,+1.820s,30
14,12,Olivier Panis,Prost Mugen Honda,+1.902s,30
19,13,Mika Salo,Tyrrell Ford,+2.040s,30
2,14,Pedro Diniz,Arrows Yamaha,+2.067s,27
22,15,Rubens Barrichello,Stewart Ford,+2.107s,25
20,16,Ukyo Katayama,Minardi Hart,+2.457s,25
18,17,Jos Verstappen,Tyrrell Ford,+2.570s,29
15,18,Shinji Nakano,Prost Mugen Honda,+3.014s,30
21,19,Jarno Trulli,Minardi Hart,+3.015s,29
6,20,Eddie Irvine,Ferrari,+3.281s,14
17,21,Nicola Larini,Sauber Petronas,+3.614s,16
23,22,Jan Magnussen,Stewart Ford,+4.358s,20
