,Position,Driver,Car,Laps,Time,Points
9,1,Vittorio Brambilla,March Ford,29,57:56.690,4.5
24,2,James Hunt,Hesketh Ford,29,+27.030s,3
16,3,Tom Pryce,Shadow Ford,29,+34.850s,2
2,4,Jochen Mass,McLaren Ford,29,+72.660s,1.5
5,5,Ronnie Peterson,Lotus Ford,29,+83.330s,1
12,6,Niki Lauda,Ferrari,29,+90.280s,0.5
11,7,Clay Regazzoni,Ferrari,29,+99.070s,0
3,8,Jody Scheckter,Tyrrell Ford,28,+1 lap,0
1,9,Emerson Fittipaldi,McLaren Ford,28,+1 lap,0
18,10,John Watson,Surtees Ford,28,+1 lap,0
4,11,Patrick Depailler,Tyrrell Ford,28,+1 lap,0
31,12,Chris Amon,Ensign Ford,28,+1 lap,0
25,13,Brett Lunger,Hesketh Ford,28,+1 lap,0
7,14,Carlos Reutemann,Brabham Ford,28,+1 lap,0
23,15,Tony Brise,Hill Ford,28,+1 lap,0
22,16,Rolf Stommelen,Hill Ford,27,+2 laps,0
29,17,Lella Lombardi,March Ford,26,+3 laps,0
33,NC,Roelof   Wunderink,Ensign Ford,25,+4 laps,0
32,NC,Harald Ertl,Hesketh Ford,23,DNF,0
21,NC,Jacques Laffite,Frank Williams Racing Cars/Williams,21,DNF,0
8,NC,Carlos Pace,Brabham Ford,17,DNF,0
20,NC,Jo  Vonlanthen ,Frank Williams Racing Cars/Williams,14,DNF,0
10,NC,Hans-Joachim Stuck,March Ford,10,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Matra,10,DNF,0
14,NC,Bob Evans,BRM,2,DNF,0
27,NC,Mario Andretti,Parnelli Ford,1,DNF,0
