,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:34.850
24,2,James Hunt,Hesketh Ford,1:34.970
1,3,Emerson Fittipaldi,McLaren Ford,1:35.210
10,4,Hans-Joachim Stuck,March Ford,1:35.380
11,5,Clay Regazzoni,Ferrari,1:35.410
8,6,Carlos Pace,Brabham Ford,1:35.710
4,7,Patrick Depailler,Tyrrell Ford,1:35.780
9,8,Vittorio Brambilla,March Ford,1:35.800
2,9,Jochen Mass,McLaren Ford,1:36.120
3,10,Jody Scheckter,Tyrrell Ford,1:36.140
7,11,Carlos Reutemann,Brabham Ford,1:36.430
21,12,Jacques Laffite,Frank Williams Racing Cars/Williams,1:37.600
5,13,Ronnie Peterson,Lotus Ford,1:37.610
17,14,Jean-Pierre Jarier,Shadow Matra,1:37.620
16,15,Tom Pryce,Shadow Matra,1:37.640
23,16,Tony Brise,Lola Ford,1:37.690
25,17,Brett Lunger,Hesketh Ford,1:37.870
18,18,John Watson,Surtees Ford,1:37.960
27,19,Mario Andretti,Parnelli Ford,1:37.970
28,20,Mark Donohue,March Ford,1:38.190
29,21,Lella Lombardi,March Ford,1:38.430
6,22,Brian Henton,Lotus Ford,1:38.720
31,23,Chris Amon,Ensign Ford,1:38.750
14,24,Bob Evans,BRM,1:39.530
22,25,Rolf Stommelen,Lola Ford,1:39.560
32,26,Harald Ertl,Hesketh Ford,1:40.720
33,27,Roelof   Wunderink,Ensign Ford,1:42.580
20,28,Jo  Vonlanthen ,Frank Williams Racing Cars/Williams,1:42.800
