,Position,Driver,Car,Laps,Time,Points
4,1,Jenson Button,McLaren Mercedes,70,4:04:39.537,25
1,2,Sebastian Vettel,Red Bull Racing Renault,70,+2.709s,18
2,3,Mark Webber,Red Bull Racing Renault,70,+13.828s,15
7,4,Michael Schumacher,Mercedes,70,+14.219s,12
10,5,Vitaly Petrov,Renault,70,+20.395s,10
6,6,Felipe Massa,Ferrari,70,+33.225s,8
16,7,Kamui Kobayashi,Sauber Ferrari,70,+33.270s,6
19,8,Jaime Alguersuari,STR Ferrari,70,+35.964s,4
11,9,Rubens Barrichello,Williams Cosworth,70,+45.117s,2
18,10,Sebastien Buemi,STR Ferrari,70,+47.056s,1
8,11,Nico Rosberg,Mercedes,70,+50.454s,0
17,12,Pedro de la Rosa,Sauber Ferrari,70,+63.607s,0
23,13,Vitantonio Liuzzi,HRT Cosworth,69,+1 lap,0
25,14,Jerome d'Ambrosio,Virgin Cosworth,69,+1 lap,0
24,15,Timo Glock,Virgin Cosworth,69,+1 lap,0
21,16,Jarno Trulli,Lotus Renault,69,+1 lap,0
22,17,Narain Karthikeyan,HRT Cosworth,69,+1 lap,0
15,18,Paul di Resta,Force India Mercedes,67,DNF,0
12,NC,Pastor Maldonado,Williams Cosworth,61,DNF,0
9,NC,Nick Heidfeld,Renault,55,DNF,0
14,NC,Adrian Sutil,Force India Mercedes,49,DNF,0
5,NC,Fernando Alonso,Ferrari,36,DNF,0
20,NC,Heikki Kovalainen,Lotus Renault,28,DNF,0
3,NC,Lewis Hamilton,McLaren Mercedes,7,DNF,0
