,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:14.011,1:13.486,1:13.014,17
5,2,Fernando Alonso,Ferrari,1:13.822,1:13.672,1:13.199,19
6,3,Felipe Massa,Ferrari,1:14.026,1:13.431,1:13.217,20
2,4,Mark Webber,Red Bull Racing Renault,1:14.375,1:13.654,1:13.429,22
3,5,Lewis Hamilton,McLaren Mercedes,1:14.114,1:13.926,1:13.565,18
8,6,Nico Rosberg,Mercedes,1:14.920,1:13.950,1:13.814,14
4,7,Jenson Button,McLaren Mercedes,1:14.374,1:13.955,1:13.838,20
7,8,Michael Schumacher,Mercedes,1:14.970,1:14.242,1:13.864,14
9,9,Nick Heidfeld,Renault,1:15.096,1:14.467,1:14.062,27
10,10,Vitaly Petrov,Renault,1:14.699,1:14.354,1:14.085,25
15,11,Paul di Resta,Force India Mercedes,1:14.874,1:14.752,,19
12,12,Pastor Maldonado,Williams Cosworth,1:15.585,1:15.043,,20
16,13,Kamui Kobayashi,Sauber Ferrari,1:15.694,1:15.285,,21
14,14,Adrian Sutil,Force India Mercedes,1:14.931,1:15.287,,21
18,15,Sebastien Buemi,STR Ferrari,1:15.901,1:15.334,,18
11,16,Rubens Barrichello,Williams Cosworth,1:15.331,1:15.361,,20
17,17,Pedro de la Rosa,Sauber Ferrari,1:16.229,1:15.587,,21
19,18,Jaime Alguersuari,STR Ferrari,1:16.294,,,10
21,19,Jarno Trulli,Lotus Renault,1:16.745,,,12
20,20,Heikki Kovalainen,Lotus Renault,1:16.786,,,10
23,21,Vitantonio Liuzzi,HRT Cosworth,1:18.424,,,10
24,22,Timo Glock,Virgin Cosworth,1:18.537,,,12
22,23,Narain Karthikeyan,HRT Cosworth,1:18.574,,,11
25,NC,Jerome d'Ambrosio,Virgin Cosworth,1:19.414,,,13
