,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,44,1:16.462,215.354
5,2,Ralf Schumacher,Williams BMW,47,1:16.513,215.210
6,3,Juan Pablo Montoya,Williams BMW,33,1:16.693,214.705
2,4,Rubens Barrichello,Ferrari,45,1:16.845,214.280
3,5,David Coulthard,McLaren Mercedes,43,1:17.530,212.387
4,6,Kimi Räikkönen,McLaren Mercedes,24,1:17.895,211.392
9,7,Giancarlo Fisichella,Jordan Honda,44,1:18.053,210.964
7,8,Nick Heidfeld,Sauber Petronas,46,1:18.062,210.940
14,9,Jarno Trulli,Renault,35,1:18.280,210.352
12,10,Olivier Panis,BAR Honda,27,1:18.405,210.017
10,11,Takuma Sato,Jordan Honda,43,1:18.448,209.902
24,12,Mika Salo,Toyota,45,1:18.497,209.771
8,13,Felipe Massa,Sauber Petronas,44,1:18.562,209.597
16,14,Eddie Irvine,Jaguar Cosworth,16,1:18.859,208.808
21,15,Enrique Bernoldi,Arrows Cosworth,43,1:19.084,208.214
11,16,Jacques Villeneuve,BAR Honda,22,1:19.400,207.385
23,17,Mark Webber,Minardi Asiatech,22,1:19.485,207.163
25,18,Allan McNish,Toyota,17,1:19.587,206.898
15,19,Jenson Button,Renault,23,1:19.695,206.617
20,20,Heinz-Harald Frentzen,Arrows Cosworth,16,1:19.995,205.842
