,Position,Driver,Car,Laps,Time,Points
1,1,Michael Schumacher,Ferrari,67,1:27:52.078,10
6,2,Juan Pablo Montoya,Williams BMW,67,+10.503s,6
5,3,Ralf Schumacher,Williams BMW,67,+14.466s,4
2,4,Rubens Barrichello,Ferrari,67,+23.195s,3
3,5,David Coulthard,McLaren Mercedes,66,+1 lap,2
7,6,Nick Heidfeld,Sauber Petronas,66,+1 lap,1
8,7,Felipe Massa,Sauber Petronas,66,+1 lap,0
10,8,Takuma Sato,Jordan Honda,66,+1 lap,0
24,9,Mika Salo,Toyota,66,+1 lap,0
9,NC,Giancarlo Fisichella,Jordan Honda,59,DNF,0
4,NC,Kimi Räikkönen,McLaren Mercedes,59,DNF,0
16,NC,Eddie Irvine,Jaguar Cosworth,57,DNF,0
21,NC,Enrique Bernoldi,Arrows Cosworth,48,DNF,0
12,NC,Olivier Panis,BAR Honda,39,DNF,0
14,NC,Jarno Trulli,Renault,36,DNF,0
11,NC,Jacques Villeneuve,BAR Honda,27,DNF,0
15,NC,Jenson Button,Renault,24,DNF,0
25,NC,Allan McNish,Toyota,23,DNF,0
23,NC,Mark Webber,Minardi Asiatech,23,DNF,0
20,NC,Heinz-Harald Frentzen,Arrows Cosworth,18,DNF,0
17,NC,Pedro de la Rosa,Jaguar Cosworth,0,DNF,0
