,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:14.389
5,2,Ralf Schumacher,Williams BMW,1:14.570
2,3,Rubens Barrichello,Ferrari,1:14.693
6,4,Juan Pablo Montoya,Williams BMW,1:15.108
4,5,Kimi Räikkönen,McLaren Mercedes,1:15.639
9,6,Giancarlo Fisichella,Jordan Honda,1:15.690
12,7,Olivier Panis,BAR Honda,1:15.851
14,8,Jarno Trulli,Renault,1:15.885
3,9,David Coulthard,McLaren Mercedes,1:15.909
7,10,Nick Heidfeld,Sauber Petronas,1:15.990
11,11,Jacques Villeneuve,BAR Honda,1:16.070
10,12,Takuma Sato,Jordan Honda,1:16.072
15,13,Jenson Button,Renault,1:16.278
8,14,Felipe Massa,Sauber Petronas,1:16.351
20,15,Heinz-Harald Frentzen,Arrows Cosworth,1:16.505
16,16,Eddie Irvine,Jaguar Cosworth,1:16.533
25,17,Allan McNish,Toyota,1:16.594
21,18,Enrique Bernoldi,Arrows Cosworth,1:16.645
24,19,Mika Salo,Toyota,1:16.685
17,20,Pedro de la Rosa,Jaguar Cosworth,1:17.077
23,21,Mark Webber,Minardi Asiatech,1:17.996
