,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:44.173,15
8,2,Romain Grosjean,Lotus Renault,+0.191s,16
9,3,Nico Rosberg,Mercedes,+0.568s,18
2,4,Mark Webber,Red Bull Racing Renault,+0.733s,14
10,5,Lewis Hamilton,Mercedes,+0.748s,14
3,6,Fernando Alonso,Ferrari,+1.084s,13
6,7,Sergio Perez,McLaren Mercedes,+1.327s,12
11,8,Nico Hulkenberg,Sauber Ferrari,+1.703s,19
5,9,Jenson Button,McLaren Mercedes,+1.717s,13
4,10,Felipe Massa,Ferrari,+1.762s,13
18,11,Jean-Eric Vergne,STR Ferrari,+1.911s,15
7,12,Kimi Räikkönen,Lotus Renault,+1.974s,13
16,13,Pastor Maldonado,Williams Renault,+2.165s,17
19,14,Daniel Ricciardo,STR Ferrari,+2.185s,16
17,15,Valtteri Bottas,Williams Renault,+2.487s,17
14,16,Paul di Resta,Force India Mercedes,+2.706s,16
12,17,Esteban Gutierrez ,Sauber Ferrari,+2.720s,13
15,18,Adrian Sutil,Force India Mercedes,+3.076s,19
21,19,Giedo van der Garde,Caterham Renault,+4.758s,17
20,20,Charles Pic,Caterham Renault,+4.864s,18
22,21,Jules Bianchi,Marussia Cosworth,+5.009s,21
23,22,Max Chilton,Marussia Cosworth,+5.809s,20
