,Position,Driver,Car,Q1,Q2,Q3,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:45.376,1:42.905,1:42.841,11
9,2,Nico Rosberg,Mercedes,1:45.208,1:43.892,1:42.932,17
8,3,Romain Grosjean,Lotus Renault,1:45.851,1:43.957,1:43.058,21
2,4,Mark Webber,Red Bull Racing Renault,1:45.271,1:43.727,1:43.152,12
10,5,Lewis Hamilton,Mercedes,1:44.196,1:43.920,1:43.254,17
4,6,Felipe Massa,Ferrari,1:45.658,1:44.376,1:43.890,19
3,7,Fernando Alonso,Ferrari,1:45.115,1:44.153,1:43.938,15
5,8,Jenson Button,McLaren Mercedes,1:45.009,1:44.497,1:44.282,16
19,9,Daniel Ricciardo,STR Ferrari,1:45.379,1:44.407,1:44.439,16
12,10,Esteban Gutierrez ,Sauber Ferrari,1:45.483,1:44.245,DNF,14
11,11,Nico Hulkenberg,Sauber Ferrari,1:45.381,1:44.555,,9
18,12,Jean-Eric Vergne,STR Ferrari,1:45.657,1:44.588,,14
7,13,Kimi Räikkönen,Lotus Renault,1:45.522,1:44.658,,15
6,14,Sergio Perez,McLaren Mercedes,1:45.164,1:44.752,,6
15,15,Adrian Sutil,Force India Mercedes,1:45.960,1:45.185,,14
17,16,Valtteri Bottas,Williams Renault,1:45.982,1:45.388,,13
14,17,Paul di Resta,Force India Mercedes,1:46.121,,,8
16,18,Pastor Maldonado,Williams Renault,1:46.619,,,10
20,19,Charles Pic,Caterham Renault,1:48.111,,,6
21,20,Giedo van der Garde,Caterham Renault,1:48.320,,,6
22,21,Jules Bianchi,Marussia Cosworth,1:48.830,,,6
23,22,Max Chilton,Marussia Cosworth,1:48.930,,,6
