,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:44.249,34
2,2,Mark Webber,Red Bull Racing Renault,+0.604s,30
9,3,Nico Rosberg,Mercedes,+1.009s,34
10,4,Lewis Hamilton,Mercedes,+1.119s,33
8,5,Romain Grosjean,Lotus Renault,+1.162s,18
3,6,Fernando Alonso,Ferrari,+1.442s,32
5,7,Jenson Button,McLaren Mercedes,+1.505s,30
7,8,Kimi Räikkönen,Lotus Renault,+1.529s,32
15,9,Adrian Sutil,Force India Mercedes,+1.753s,27
6,10,Sergio Perez,McLaren Mercedes,+1.776s,31
19,11,Daniel Ricciardo,STR Ferrari,+2.157s,34
18,12,Jean-Eric Vergne,STR Ferrari,+2.180s,33
14,13,Paul di Resta,Force India Mercedes,+2.357s,33
11,14,Nico Hulkenberg,Sauber Ferrari,+2.559s,36
4,15,Felipe Massa,Ferrari,+2.621s,33
12,16,Esteban Gutierrez ,Sauber Ferrari,+3.038s,29
17,17,Valtteri Bottas,Williams Renault,+3.185s,33
16,18,Pastor Maldonado,Williams Renault,+3.512s,25
21,19,Giedo van der Garde,Caterham Renault,+5.185s,34
20,20,Charles Pic,Caterham Renault,+5.277s,34
23,21,Max Chilton,Marussia Cosworth,+5.370s,33
22,22,Jules Bianchi,Marussia Cosworth,+5.482s,30
