,Position,Driver,Car,Laps,Time,Points
1,1,Sebastian Vettel,Red Bull Racing Renault,61,1:59:13.132,25
3,2,Fernando Alonso,Ferrari,61,+32.627s,18
7,3,Kimi Räikkönen,Lotus Renault,61,+43.920s,15
9,4,Nico Rosberg,Mercedes,61,+51.155s,12
10,5,Lewis Hamilton,Mercedes,61,+53.159s,10
4,6,Felipe Massa,Ferrari,61,+63.877s,8
5,7,Jenson Button,McLaren Mercedes,61,+83.354s,6
6,8,Sergio Perez,McLaren Mercedes,61,+83.820s,4
11,9,Nico Hulkenberg,Sauber Ferrari,61,+84.261s,2
15,10,Adrian Sutil,Force India Mercedes,61,+84.668s,1
16,11,Pastor Maldonado,Williams Renault,61,+88.479s,0
12,12,Esteban Gutierrez ,Sauber Ferrari,61,+97.894s,0
17,13,Valtteri Bottas,Williams Renault,61,+105.161s,0
18,14,Jean-Eric Vergne,STR Ferrari,61,+113.512s,0
2,15,Mark Webber,Red Bull Racing Renault,60,DNF,0
21,16,Giedo van der Garde,Caterham Renault,60,+1 lap,0
23,17,Max Chilton,Marussia Cosworth,60,+1 lap,0
22,18,Jules Bianchi,Marussia Cosworth,60,+1 lap,0
20,19,Charles Pic,Caterham Renault,60,+1 lap,0
14,20,Paul di Resta,Force India Mercedes,54,DNF,0
8,NC,Romain Grosjean,Lotus Renault,37,DNF,0
19,NC,Daniel Ricciardo,STR Ferrari,23,DNF,0
