,Position,Driver,Car,Time
3,1,Kimi Räikkönen,McLaren Mercedes,1:21.484
5,2,Michael Schumacher,Ferrari,1:21.486
16,3,Nick Heidfeld,Sauber BMW,1:21.653
6,4,Felipe Massa,Ferrari,1:21.704
12,5,Jenson Button,Honda,1:22.011
17,6,Robert Kubica,Sauber BMW,1:22.258
4,7,Pedro de la Rosa,McLaren Mercedes,1:22.280
11,8,Rubens Barrichello,Honda,1:22.787
2,9,Giancarlo Fisichella,Renault,1:23.175
1,10,Fernando Alonso,Renault,1:25.688
8,11,Jarno Trulli,Toyota,1:21.924
10,12,Nico Rosberg,Williams Cosworth,1:22.203
7,13,Ralf Schumacher,Toyota,1:22.280
14,14,David Coulthard,RBR Ferrari,1:22.589
21,15,Scott Speed,STR Cosworth,1:23.165
15,16,Christian Klien,RBR Ferrari,
20,17,Vitantonio Liuzzi,STR Cosworth,1:23.043
19,18,Christijan Albers,MF1 Toyota,1:23.116
9,19,Mark Webber,Williams Cosworth,1:23.341
18,20,Tiago Monteiro,MF1 Toyota,1:23.920
22,21,Takuma Sato,Super Aguri Honda,1:24.289
23,22,Sakon Yamamoto,Super Aguri Honda,1:26.001
