,Position,Driver,Car,Time / Gap,Laps
6,1,Felipe Massa,Ferrari,1:21.665,12
16,2,Nick Heidfeld,Sauber BMW,+0.387s,13
5,3,Michael Schumacher,Ferrari,+0.592s,14
17,4,Robert Kubica,Sauber BMW,+0.615s,12
1,5,Fernando Alonso,Renault,+0.706s,15
2,6,Giancarlo Fisichella,Renault,+0.747s,15
3,7,Kimi Räikkönen,McLaren Mercedes,+1.017s,11
11,8,Rubens Barrichello,Honda,+1.170s,18
4,9,Pedro de la Rosa,McLaren Mercedes,+1.250s,11
15,10,Christian Klien,RBR Ferrari,+1.416s,11
7,11,Ralf Schumacher,Toyota,+1.579s,17
12,12,Jenson Button,Honda,+1.630s,15
10,13,Nico Rosberg,Williams Cosworth,+1.669s,8
8,14,Jarno Trulli,Toyota,+1.802s,15
14,15,David Coulthard,RBR Ferrari,+1.871s,9
9,16,Mark Webber,Williams Cosworth,+1.934s,8
21,17,Scott Speed,STR Cosworth,+1.994s,20
20,18,Vitantonio Liuzzi,STR Cosworth,+2.112s,20
19,19,Christijan Albers,MF1 Toyota,+2.521s,17
18,20,Tiago Monteiro,MF1 Toyota,+2.876s,14
22,21,Takuma Sato,Super Aguri Honda,+2.884s,25
23,22,Sakon Yamamoto,Super Aguri Honda,+3.052s,19
