,Position,Driver,Car,Q1,Q2,Q3,Laps
3,1,Kimi Räikkönen,McLaren Mercedes,1:21.994,1:21.349,1:21.484,18
5,2,Michael Schumacher,Ferrari,1:21.711,1:21.353,1:21.486,17
16,3,Nick Heidfeld,Sauber BMW,1:21.764,1:21.425,1:21.653,20
6,4,Felipe Massa,Ferrari,1:22.028,1:21.225,1:21.704,17
12,5,Jenson Button,Honda,1:22.512,1:21.572,1:22.011,21
17,6,Robert Kubica,Sauber BMW,1:22.437,1:21.270,1:22.258,21
4,7,Pedro de la Rosa,McLaren Mercedes,1:22.422,1:21.878,1:22.280,22
11,8,Rubens Barrichello,Honda,1:22.640,1:21.688,1:22.787,21
2,9,Giancarlo Fisichella,Renault,1:22.486,1:21.722,1:23.175,21
1,10,Fernando Alonso,Renault,1:21.747,1:21.526,1:25.688,17
8,11,Jarno Trulli,Toyota,1:22.093,1:21.924,,12
10,12,Nico Rosberg,Williams Cosworth,1:22.581,1:22.203,,11
7,13,Ralf Schumacher,Toyota,1:22.622,1:22.280,,13
14,14,David Coulthard,RBR Ferrari,1:22.618,1:22.589,,14
21,15,Scott Speed,STR Cosworth,1:22.943,1:23.165,,17
15,16,Christian Klien,RBR Ferrari,1:22.898,,,6
20,17,Vitantonio Liuzzi,STR Cosworth,1:23.043,,,9
19,18,Christijan Albers,MF1 Toyota,1:23.116,,,5
9,19,Mark Webber,Williams Cosworth,1:23.341,,,6
18,20,Tiago Monteiro,MF1 Toyota,1:23.920,,,5
22,21,Takuma Sato,Super Aguri Honda,1:24.289,,,8
23,22,Sakon Yamamoto,Super Aguri Honda,1:26.001,,,4
