,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,13,1:11.473,211.145
8,2,Fernando Alonso,Renault,9,1:11.525,210.991
3,3,Juan Pablo Montoya,Williams BMW,9,1:11.595,210.785
6,4,Kimi Räikkönen,McLaren Mercedes,9,1:11.617,210.720
4,5,Ralf Schumacher,Williams BMW,13,1:11.655,210.609
5,6,David Coulthard,McLaren Mercedes,12,1:12.009,209.573
7,7,Jarno Trulli,Renault,14,1:12.015,209.556
17,8,Jenson Button,BAR Honda,10,1:13.038,206.621
9,9,Nick Heidfeld,Sauber Petronas,13,1:13.085,206.488
14,10,Mark Webber,Jaguar Cosworth,12,1:13.099,206.448
21,11,Cristiano da Matta,Toyota,13,1:13.231,206.076
15,12,Justin Wilson,Jaguar Cosworth,12,1:13.324,205.815
10,13,Heinz-Harald Frentzen,Sauber Petronas,71,1:13.338,205.775
20,14,Olivier Panis,Toyota,12,1:13.340,205.770
16,15,Jacques Villeneuve,BAR Honda,62,1:13.538,205.216
11,16,Giancarlo Fisichella,Jordan Ford,13,1:13.630,204.959
2,17,Rubens Barrichello,Ferrari,2,1:13.905,204.197
12,18,Ralph Firman,Jordan Ford,11,1:14.687,202.059
18,19,Nicolas Kiesa,Minardi Cosworth,67,1:14.737,201.924
19,20,Jos Verstappen,Minardi Cosworth,68,1:15.257,200.528
