,Position,Driver,Car,Time
36,1,Stirling Moss,Lotus Climax,1:36.900
20,2,Innes Ireland,Lotus Climax,1:38.500
42,3,Graham Hill,BRM,1:38.900
40,4,Jo Bonnier,BRM,1:38.900
30,5,Wolfgang von Trips,Ferrari,1:39.200
26,6,Phil Hill,Ferrari,1:39.300
24,7,Cliff Allison,Ferrari,1:39.700
38,8,Maurice  Trintignant,Lotus Climax,1:39.900
34,9,Harry Schell,Cooper Climax,1:40.300
18,10,Jack Brabham,Cooper Climax,1:40.600
32,11,Jose Froilan Gonzalez,Ferrari,1:41.000
6,12,Carlos Menditeguy,Cooper Maserati,1:41.800
16,13,Bruce McLaren,Cooper Climax,1:41.800
22,14,Alan  Stacey ,Lotus Climax,1:43.600
46,15,Alberto Rodriguez Larreta,Lotus Climax,1:45.000
2,16,Masten Gregory,Behra-Porsche,1:45.500
4,17,Roberto Bonomi,Cooper Maserati,1:46.100
8,18,Giorgio  Scarlatti ,Maserati,1:46.100
14,19,Gino  Munaron ,Maserati,1:49.000
10,20,Nasif Estefano,Maserati,1:50.100
44,21,Ettore  Chimeri ,Maserati,1:50.500
12,22,Antonio  Creus ,Maserati,1:52.800
