,Position,Driver,Car,Q1,Q2,Q3,Laps
44,1,Lewis Hamilton,Mercedes,1:42.323,1:42.014,1:41.252,15
77,2,Valtteri Bottas,Mercedes,1:42.534,1:42.126,1:41.763,17
33,3,Max Verstappen,Red Bull Racing Honda,1:43.197,1:42.473,1:41.778,17
3,4,Daniel Ricciardo,Renault,1:43.309,1:42.487,1:42.061,11
23,5,Alexander Albon,Red Bull Racing Honda,1:43.418,1:42.193,1:42.264,15
31,6,Esteban Ocon,Renault,1:43.505,1:42.534,1:42.396,15
55,7,Carlos Sainz,McLaren Renault,1:43.322,1:42.478,1:42.438,15
11,8,Sergio Perez,Racing Point BWT Mercedes,1:43.349,1:42.670,1:42.532,15
18,9,Lance Stroll,Racing Point BWT Mercedes,1:43.265,1:42.491,1:42.603,15
4,10,Lando Norris,McLaren Renault,1:43.514,1:42.722,1:42.657,17
26,11,Daniil Kvyat,AlphaTauri Honda,1:43.267,1:42.730,,12
10,12,Pierre Gasly,AlphaTauri Honda,1:43.262,1:42.745,,12
16,13,Charles Leclerc,Ferrari,1:43.656,1:42.996,,12
5,14,Sebastian Vettel,Ferrari,1:43.567,1:43.261,,12
63,15,George Russell,Williams Mercedes,1:43.630,1:43.468,,11
7,16,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1:43.743,,,6
8,17,Romain Grosjean,Haas Ferrari,1:43.838,,,6
99,18,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:43.950,,,6
6,19,Nicholas Latifi,Williams Mercedes,1:44.138,,,6
20,20,Kevin Magnussen,Haas Ferrari,1:44.314,,,8
