,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,44,1:24:08.761,25
77,2,Valtteri Bottas,Mercedes,44,+8.448s,18
33,3,Max Verstappen,Red Bull Racing Honda,44,+15.455s,15
3,4,Daniel Ricciardo,Renault,44,+18.877s,13
31,5,Esteban Ocon,Renault,44,+40.650s,10
23,6,Alexander Albon,Red Bull Racing Honda,44,+42.712s,8
4,7,Lando Norris,McLaren Renault,44,+43.774s,6
10,8,Pierre Gasly,AlphaTauri Honda,44,+47.371s,4
18,9,Lance Stroll,Racing Point BWT Mercedes,44,+52.603s,2
11,10,Sergio Perez,Racing Point BWT Mercedes,44,+53.179s,1
26,11,Daniil Kvyat,AlphaTauri Honda,44,+70.200s,0
7,12,Kimi Räikkönen,Alfa Romeo Racing Ferrari,44,+71.504s,0
5,13,Sebastian Vettel,Ferrari,44,+72.894s,0
16,14,Charles Leclerc,Ferrari,44,+74.920s,0
8,15,Romain Grosjean,Haas Ferrari,44,+76.793s,0
6,16,Nicholas Latifi,Williams Mercedes,44,+77.795s,0
20,17,Kevin Magnussen,Haas Ferrari,44,+85.540s,0
99,NC,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,9,DNF,0
63,NC,George Russell,Williams Mercedes,9,DNF,0
55,NC,Carlos Sainz,McLaren Renault,0,DNS,0
