,Position,Driver,Car,Q1,Q2,Q3,Laps
77,1,Valtteri Bottas,Mercedes,1:20.685,1:20.032,1:19.555,18
44,2,Lewis Hamilton,Mercedes,1:20.543,1:19.936,1:19.651,18
33,3,Max Verstappen,Red Bull Racing Honda,1:21.035,1:20.229,1:19.966,19
4,4,Lando Norris,McLaren Mercedes,1:20.916,1:20.059,1:19.989,21
3,5,Daniel Ricciardo,McLaren Mercedes,1:21.292,1:20.435,1:19.995,17
10,6,Pierre Gasly,AlphaTauri Honda,1:21.440,1:20.556,1:20.260,16
55,7,Carlos Sainz,Ferrari,1:21.118,1:20.750,1:20.462,18
16,8,Charles Leclerc,Ferrari,1:21.219,1:20.767,1:20.510,18
11,9,Sergio Perez,Red Bull Racing Honda,1:21.308,1:20.882,1:20.611,20
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1:21.197,1:20.726,1:20.808,16
5,11,Sebastian Vettel,Aston Martin Mercedes,1:21.394,1:20.913,,14
18,12,Lance Stroll,Aston Martin Mercedes,1:21.415,1:21.020,,13
14,13,Fernando Alonso,Alpine Renault,1:21.487,1:21.069,,11
31,14,Esteban Ocon,Alpine Renault,1:21.500,1:21.103,,12
63,15,George Russell,Williams Mercedes,1:21.890,1:21.392,,16
6,16,Nicholas Latifi,Williams Mercedes,1:21.925,,,10
22,17,Yuki Tsunoda,AlphaTauri Honda,1:21.973,,,9
47,18,Mick Schumacher,Haas Ferrari,1:22.248,,,8
88,19,Robert Kubica,Alfa Romeo Racing Ferrari,1:22.530,,,7
9,20,Nikita Mazepin,Haas Ferrari,1:22.716,,,9
