,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
3,1,Daniel Ricciardo,McLaren Mercedes,53,1:24.812,245.894,16:25:10
77,2,Valtteri Bottas,Mercedes,34,1:24.827,245.850,15:57:45
4,3,Lando Norris,McLaren Mercedes,53,1:24.971,245.434,16:25:12
11,4,Sergio Perez,Red Bull Racing Honda,53,1:25.156,244.901,16:25:14
33,5,Max Verstappen,Red Bull Racing Honda,25,1:25.173,244.852,15:40:09
16,6,Charles Leclerc,Ferrari,53,1:25.319,244.433,16:25:17
14,7,Fernando Alonso,Alpine Renault,52,1:25.472,243.995,16:24:02
55,8,Carlos Sainz,Ferrari,53,1:25.559,243.747,16:25:21
31,9,Esteban Ocon,Alpine Renault,53,1:25.566,243.727,16:25:31
99,10,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,50,1:25.718,243.295,16:21:19
63,11,George Russell,Williams Mercedes,53,1:25.835,242.963,16:25:30
88,12,Robert Kubica,Alfa Romeo Racing Ferrari,53,1:25.849,242.924,16:25:40
18,13,Lance Stroll,Aston Martin Mercedes,52,1:25.853,242.912,16:24:00
44,14,Lewis Hamilton,Mercedes,3,1:25.870,242.864,15:07:55
5,15,Sebastian Vettel,Aston Martin Mercedes,50,1:25.938,242.672,16:21:16
6,16,Nicholas Latifi,Williams Mercedes,50,1:25.953,242.630,16:21:15
47,17,Mick Schumacher,Haas Ferrari,52,1:26.707,240.520,16:24:34
9,18,Nikita Mazepin,Haas Ferrari,41,1:27.202,239.155,16:08:50
10,19,Pierre Gasly,AlphaTauri Honda,2,1:29.005,234.310,15:06:47
