,Position,Driver,Car,Laps,Time,Points
27,1,Alan  Jones,Williams Ford,53,1:43:24.380,9
5,2,Nelson Piquet,Brabham Ford,53,+24.590s,6
21,3,Keke Rosberg,Fittipaldi Ford,53,+78.640s,4
4,4,Derek Daly,Tyrrell Ford,53,+83.480s,3
23,5,Bruno Giacomelli,Alfa Romeo,52,+1 lap,2
8,6,Alain Prost,McLaren Ford,52,+1 lap,1
6,7,Ricardo Zunino,Brabham Ford,51,+2 laps,0
22,NC,Patrick Depailler,Alfa Romeo,46,DNF,0
1,NC,Jody Scheckter,Ferrari,45,DNF,0
14,NC,Clay Regazzoni,Ensign Ford,44,+9 laps,0
20,NC,Emerson Fittipaldi,Fittipaldi Ford,37,+16 laps,0
2,NC,Gilles Villeneuve,Ferrari,36,DNF,0
26,NC,Jacques Laffite,Ligier Ford,30,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,27,DNF,0
9,NC,Marc Surer,ATS Ford,27,DNF,0
11,NC,Mario Andretti,Lotus Ford,20,DNF,0
30,NC,Jochen Mass,Arrows Ford,20,DNF,0
28,NC,Carlos Reutemann,Williams Ford,12,DNF,0
12,NC,Elio de Angelis,Lotus Ford,7,DNF,0
7,NC,John Watson,McLaren Ford,5,DNF,0
15,NC,Jean-Pierre Jabouille,Renault,3,DNF,0
16,NC,Rene Arnoux,Renault,2,DNF,0
25,NC,Didier Pironi,Ligier Ford,1,DNF,0
3,NC,Jean-Pierre Jarier,Tyrrell Ford,1,DNF,0
