,Position,Driver,Car,Time
27,1,Alan  Jones,Williams Ford,1:44.170
26,2,Jacques Laffite,Ligier Ford,1:44.440
25,3,Didier Pironi,Ligier Ford,1:44.640
5,4,Nelson Piquet,Brabham Ford,1:45.020
12,5,Elio de Angelis,Lotus Ford,1:45.460
11,6,Mario Andretti,Lotus Ford,1:45.780
29,7,Riccardo Patrese,Arrows Ford,1:46.010
2,8,Gilles Villeneuve,Ferrari,1:46.070
15,9,Jean-Pierre Jabouille,Renault,1:46.150
28,10,Carlos Reutemann,Williams Ford,1:46.190
1,11,Jody Scheckter,Ferrari,1:46.280
8,12,Alain Prost,McLaren Ford,1:46.750
21,13,Keke Rosberg,Fittipaldi Ford,1:46.970
30,14,Jochen Mass,Arrows Ford,1:47.050
14,15,Clay Regazzoni,Ensign Ford,1:47.180
6,16,Ricardo Zunino,Brabham Ford,1:47.410
7,17,John Watson,McLaren Ford,1:47.700
3,18,Jean-Pierre Jarier,Tyrrell Ford,1:47.830
16,19,Rene Arnoux,Renault,1:48.240
23,20,Bruno Giacomelli,Alfa Romeo,1:48.440
9,21,Marc Surer,ATS Ford,1:48.860
4,22,Derek Daly,Tyrrell Ford,1:48.950
22,23,Patrick Depailler,Alfa Romeo,1:49.200
20,24,Emerson Fittipaldi,Fittipaldi Ford,1:49.420
