,Position,Driver,Car,Time
12,1,Niki Lauda,Ferrari,1:20.290
11,2,Clay Regazzoni,Ferrari,1:20.570
24,3,James Hunt,Hesketh Ford,1:20.700
3,4,Jody Scheckter,Tyrrell Ford,1:20.740
7,5,Carlos Reutemann,Brabham Ford,1:20.870
1,6,Emerson Fittipaldi,McLaren Ford,1:20.910
23,7,Tony Brise,Lola Ford,1:20.940
2,8,Jochen Mass,McLaren Ford,1:21.010
8,9,Carlos Pace,Brabham Ford,1:21.060
17,10,Jean-Pierre Jarier,Shadow Matra,1:21.100
9,11,Vittorio Brambilla,March Ford,1:21.140
16,12,Tom Pryce,Shadow Matra,1:21.160
4,13,Patrick Depailler,Tyrrell Ford,1:21.200
18,14,John Watson,Surtees Ford,1:21.230
21,15,Jacques Laffite,Frank Williams Racing Cars/Williams,1:21.320
5,16,Ronnie Peterson,Lotus Ford,1:21.460
22,17,Alan  Jones,Lola Ford,1:22.010
28,18,Mark Donohue,March Ford,1:22.330
20,19,Ian Scheckter,Frank Williams Racing Cars/Williams,1:22.820
14,20,Bob Evans,BRM,1:22.970
6,21,Jacky Ickx,Lotus Ford,1:23.200
31,22,Gijs van Lennep,Ensign Ford,1:23.300
10,23,Lella Lombardi,March Ford,1:23.990
30,24,Wilson Fittipaldi,Fittipaldi Ford,1:24.150
