,Position,Driver,Car,Time
5,1,Jochen Rindt,Lotus Ford,1:24.800
17,2,Jack Brabham,Brabham Ford,1:24.800
3,3,Jacky Ickx,Ferrari,1:25.100
23,4,Jackie Oliver,BRM,1:25.600
9,5,Denny Hulme,McLaren Alfa Romeo,1:25.600
4,6,Clay Regazzoni,Ferrari,1:25.800
6,7,John   Miles,Lotus Ford,1:25.900
1,8,Jackie Stewart,Tyrrell Ford,1:26.000
26,9,Mario Andretti,March Ford,1:26.200
7,10,Jean-Pierre Beltoise,Matra,1:26.500
10,11,Dan Gurney,McLaren Alfa Romeo,1:26.600
8,12,Henri Pescarolo,Matra,1:26.700
27,13,Ronnie Peterson,March Ford,1:26.800
2,14,Francois  Cevert ,Tyrrell Ford,1:26.800
22,15,Pedro Rodriguez,BRM,1:26.900
24,16,George Eaton,BRM,1:26.900
16,17,Chris Amon,March Ford,1:27.000
11,18,Andrea de Adamich ,McLaren Alfa Romeo,1:27.100
20,19,John Surtees,McLaren Ford,1:27.700
15,20,Jo Siffert,March Ford,1:28.000
28,21,Emerson Fittipaldi,Lotus Ford,1:28.100
14,22,Graham Hill,Lotus Ford,1:28.400
29,23,Pete  Lovely ,Lotus Ford,1:30.300
