,Position,Driver,Car,Laps,Time,Points
5,1,Jochen Rindt,Lotus Ford,80,1:57:02.000,9
17,2,Jack Brabham,Brabham Ford,80,+32.900s,6
9,3,Denny Hulme,McLaren Ford,80,+54.400s,4
4,4,Clay Regazzoni,Ferrari,80,+54.800s,3
16,5,Chris Amon,March Ford,79,+1 lap,2
14,6,Graham Hill,Lotus Ford,79,+1 lap,1
2,7,Francois  Cevert ,March Ford,79,+1 lap,0
28,8,Emerson Fittipaldi,Lotus Ford,78,+2 laps,0
27,9,Ronnie Peterson,March Ford,72,+8 laps,0
29,NC,Pete  Lovely ,Lotus Ford,69,+11 laps,0
10,NC,Dan Gurney,McLaren Ford,60,DNF,0
22,NC,Pedro Rodriguez,BRM,58,DNF,0
23,NC,Jackie Oliver,BRM,54,DNF,0
1,NC,Jackie Stewart,March Ford,52,DNF,0
20,NC,John Surtees,Surtees Ford,51,DNF,0
8,NC,Henri Pescarolo,Matra,41,DNF,0
7,NC,Jean-Pierre Beltoise,Matra,24,DNF,0
26,NC,Mario Andretti,March Ford,21,DNF,0
15,NC,Jo Siffert,March Ford,19,DNF,0
6,NC,John   Miles,Lotus Ford,15,DNF,0
24,NC,George Eaton,BRM,10,DNF,0
3,NC,Jacky Ickx,Ferrari,6,DNF,0
