,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:30.270
15,2,Jean-Pierre Jabouille,Renault,1:31.480
27,3,Alan  Jones,Williams Ford,1:32.950
28,4,Carlos Reutemann,Williams Ford,1:33.070
26,5,Jacques Laffite,Ligier Ford,1:33.160
25,6,Didier Pironi,Ligier Ford,1:33.220
5,7,Nelson Piquet,Brabham Ford,1:33.390
23,8,Bruno Giacomelli,Alfa Romeo,1:33.640
12,9,Elio de Angelis,Lotus Ford,1:33.760
4,10,Derek Daly,Tyrrell Ford,1:34.170
21,11,Keke Rosberg,Fittipaldi Ford,1:34.330
8,12,Alain Prost,McLaren Ford,1:34.350
3,13,Jean-Pierre Jarier,Tyrrell Ford,1:34.630
6,14,Hector Rebaque,Brabham Ford,1:34.860
2,15,Gilles Villeneuve,Ferrari,1:34.870
9,16,Marc Surer,ATS Ford,1:35.100
11,17,Mario Andretti,Lotus Ford,1:35.210
29,18,Riccardo Patrese,Arrows Ford,1:35.290
31,19,Eddie  Cheever,Osella Ford,1:35.400
50,20,Rupert Keegan,Williams Ford,1:35.530
7,21,John Watson,McLaren Ford,1:35.560
1,22,Jody Scheckter,Ferrari,1:35.610
20,23,Emerson Fittipaldi,Fittipaldi Ford,1:35.670
43,24,Nigel Mansell,Lotus Ford,1:35.710
