,Position,Driver,Car,Time
5,1,Clay Regazzoni,Ferrari,1:18.100
12,2,Jackie Stewart,Tyrrell Ford,1:18.100
16,3,Jo Siffert,BRM,1:18.200
1,4,Emerson Fittipaldi,Lotus Pratt & Whitney,1:18.300
18,5,Ronnie Peterson,March Alfa Romeo,1:19.000
4,6,Jacky Ickx,Ferrari,1:19.500
8,7,Tim   Schenken,Brabham Ford,1:19.500
9,8,Denny Hulme,McLaren Ford,1:19.600
21,9,Chris Amon,Matra,1:19.700
14,10,Francois  Cevert ,Tyrrell Ford,1:19.800
17,11,Howden  Ganley ,BRM,1:19.840
24,12,Rolf Stommelen,Surtees Ford,1:19.880
2,13,Dave Charlton,Lotus Pratt & Whitney,1:20.050
10,14,Peter  Gethin ,McLaren Ford,1:20.100
22,15,Jean-Pierre Beltoise,Matra,1:20.200
7,16,Graham Hill,Brabham Ford,1:20.300
26,17,Henri Pescarolo,March Ford,1:20.500
23,18,John Surtees,Surtees Ford,1:20.610
3,19,Reine   Wisell,Lotus Pratt & Whitney,1:20.660
6,20,Mike  Beuttler ,March Alfa Romeo,1:20.700
20,21,Nanni  Galli ,March Alfa Romeo,1:20.900
11,22,Jackie Oliver,McLaren Ford,1:21.000
25,23,Derek Bell,Surtees Ford,1:22.300
19,24,Andrea de Adamich ,March Alfa Romeo,1:23.200
