,Position,Driver,Car,Time / Gap,Laps
5,1,Sebastian Vettel,Ferrari,1:40.775,16
33,2,Max Verstappen,Red Bull Racing TAG Heuer,+0.137s,21
7,3,Kimi Räikkönen,Ferrari,+0.224s,14
44,4,Lewis Hamilton,Mercedes,+0.290s,15
6,5,Nico Rosberg,Mercedes,+0.393s,19
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+1.056s,20
11,7,Sergio Perez,Force India Mercedes,+1.110s,19
27,8,Nico Hulkenberg,Force India Mercedes,+1.292s,13
77,9,Valtteri Bottas,Williams Mercedes,+1.301s,19
21,10,Esteban Gutierrez ,Haas Ferrari,+1.579s,16
14,11,Fernando Alonso,McLaren Honda,+1.810s,14
30,12,Jolyon Palmer,Renault,+1.841s,18
22,13,Jenson Button,McLaren Honda,+1.889s,15
19,14,Felipe Massa,Williams Mercedes,+1.908s,20
8,15,Romain Grosjean,Haas Ferrari,+2.030s,17
20,16,Kevin Magnussen,Renault,+2.282s,17
94,17,Pascal Wehrlein,MRT Mercedes,+2.370s,17
55,18,Carlos Sainz,Toro Rosso Ferrari,+2.526s,10
12,19,Felipe Nasr,Sauber Ferrari,+2.642s,22
31,20,Esteban Ocon,MRT Mercedes,+2.958s,15
26,21,Daniil Kvyat,Toro Rosso Ferrari,+3.330s,13
9,22,Marcus Ericsson,Sauber Ferrari,+3.463s,20
