,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:42.869,28
6,2,Nico Rosberg,Mercedes,+0.374s,31
33,3,Max Verstappen,Red Bull Racing TAG Heuer,+0.428s,26
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.493s,27
5,5,Sebastian Vettel,Ferrari,+1.136s,27
11,6,Sergio Perez,Force India Mercedes,+1.286s,23
7,7,Kimi Räikkönen,Ferrari,+1.687s,27
55,8,Carlos Sainz,Toro Rosso Ferrari,+1.816s,21
19,9,Felipe Massa,Williams Mercedes,+2.170s,27
9,10,Marcus Ericsson,Sauber Ferrari,+2.299s,20
34,11,Alfonso Celis,Force India Mercedes,+2.607s,26
8,12,Romain Grosjean,Haas Ferrari,+2.731s,13
12,13,Felipe Nasr,Sauber Ferrari,+2.909s,17
21,14,Esteban Gutierrez ,Haas Ferrari,+3.056s,20
77,15,Valtteri Bottas,Williams Mercedes,+3.071s,31
30,16,Jolyon Palmer,Renault,+3.350s,33
20,17,Kevin Magnussen,Renault,+3.503s,21
14,18,Fernando Alonso,McLaren Honda,+3.510s,21
94,19,Pascal Wehrlein,MRT Mercedes,+3.589s,29
22,20,Jenson Button,McLaren Honda,+4.258s,10
42,21,Jordan King,MRT Mercedes,+4.689s,27
26,22,Daniil Kvyat,Toro Rosso Ferrari,+19.120s,4
