,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:40.861,36
6,2,Nico Rosberg,Mercedes,+0.079s,38
5,3,Sebastian Vettel,Ferrari,+0.269s,31
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.528s,24
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.529s,33
7,6,Kimi Räikkönen,Ferrari,+0.603s,34
77,7,Valtteri Bottas,Williams Mercedes,+1.098s,35
11,8,Sergio Perez,Force India Mercedes,+1.180s,35
27,9,Nico Hulkenberg,Force India Mercedes,+1.403s,36
19,10,Felipe Massa,Williams Mercedes,+1.407s,36
14,11,Fernando Alonso,McLaren Honda,+1.505s,33
22,12,Jenson Button,McLaren Honda,+1.962s,24
21,13,Esteban Gutierrez ,Haas Ferrari,+2.151s,35
8,14,Romain Grosjean,Haas Ferrari,+2.247s,17
30,15,Jolyon Palmer,Renault,+2.411s,33
31,16,Esteban Ocon,MRT Mercedes,+2.739s,35
94,17,Pascal Wehrlein,MRT Mercedes,+2.893s,33
12,18,Felipe Nasr,Sauber Ferrari,+3.042s,36
9,19,Marcus Ericsson,Sauber Ferrari,+3.184s,34
20,20,Kevin Magnussen,Renault,+3.256s,25
55,21,Carlos Sainz,Toro Rosso Ferrari,+3.617s,5
26,22,Daniil Kvyat,Toro Rosso Ferrari,+5.087s,4
