,Position,Driver,Car,Laps,Time,Points
6,1,Nico Rosberg,Mercedes,78,1:49:27.661,25
44,2,Lewis Hamilton,Mercedes,78,+9.210s,18
3,3,Daniel Ricciardo,Red Bull Racing Renault,78,+9.614s,15
14,4,Fernando Alonso,Ferrari,78,+32.452s,12
27,5,Nico Hulkenberg,Force India Mercedes,77,+1 lap,10
22,6,Jenson Button,McLaren Mercedes,77,+1 lap,8
19,7,Felipe Massa,Williams Mercedes,77,+1 lap,6
8,8,Romain Grosjean,Lotus Renault,77,+1 lap,4
17,9,Jules Bianchi,Marussia Ferrari,77,+1 lap,2
20,10,Kevin Magnussen,McLaren Mercedes,77,+1 lap,1
9,11,Marcus Ericsson,Caterham Renault,77,+1 lap,0
7,12,Kimi Räikkönen,Ferrari,77,+1 lap,0
10,13,Kamui Kobayashi,Caterham Renault,75,+3 laps,0
4,14,Max Chilton,Marussia Ferrari,75,+3 laps,0
21,NC,Esteban Gutierrez ,Sauber Ferrari,59,DNF,0
77,NC,Valtteri Bottas,Williams Mercedes,55,DNF,0
25,NC,Jean-Eric Vergne,STR Renault,50,DNF,0
99,NC,Adrian Sutil,Sauber Ferrari,23,DNF,0
26,NC,Daniil Kvyat,STR Renault,10,DNF,0
1,NC,Sebastian Vettel,Red Bull Racing Renault,5,DNF,0
11,NC,Sergio Perez,Force India Mercedes,0,DNF,0
13,NC,Pastor Maldonado,Lotus Renault,,DNS,0
