,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
7,1,Kimi Räikkönen,Ferrari,75,1:18.479,153.212,15:50:51
3,2,Daniel Ricciardo,Red Bull Racing Renault,70,1:19.252,151.718,15:41:54
44,3,Lewis Hamilton,Mercedes,34,1:19.361,151.510,14:53:44
6,4,Nico Rosberg,Mercedes,33,1:19.425,151.388,14:52:24
14,5,Fernando Alonso,Ferrari,54,1:19.727,150.814,15:20:37
19,6,Felipe Massa,Williams Mercedes,48,1:20.314,149.712,15:13:11
4,7,Max Chilton,Marussia Ferrari,69,1:20.579,149.220,15:45:31
20,8,Kevin Magnussen,McLaren Mercedes,75,1:20.657,149.075,15:50:36
27,9,Nico Hulkenberg,Force India Mercedes,38,1:20.767,148.872,14:59:23
9,10,Marcus Ericsson,Caterham Renault,53,1:20.911,148.607,15:20:50
8,11,Romain Grosjean,Lotus Renault,53,1:20.979,148.482,15:20:08
22,12,Jenson Button,McLaren Mercedes,42,1:21.047,148.358,15:04:53
25,13,Jean-Eric Vergne,STR Renault,35,1:21.083,148.292,14:55:18
77,14,Valtteri Bottas,Williams Mercedes,50,1:21.105,148.252,15:15:47
21,15,Esteban Gutierrez ,Sauber Ferrari,41,1:21.146,148.177,15:03:36
17,16,Jules Bianchi,Marussia Ferrari,42,1:21.254,147.980,15:05:03
99,17,Adrian Sutil,Sauber Ferrari,23,1:21.761,147.062,14:36:50
26,18,Daniil Kvyat,STR Renault,8,1:22.011,146.614,14:15:50
10,19,Kamui Kobayashi,Caterham Renault,16,1:22.425,145.878,14:27:04
1,20,Sebastian Vettel,Red Bull Racing Renault,3,1:59.505,100.615,14:08:49
