,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:16.758,27
3,2,Daniel Ricciardo,Red Bull Racing Renault,+0.050s,26
6,3,Nico Rosberg,Mercedes,+0.116s,24
1,4,Sebastian Vettel,Red Bull Racing Renault,+0.426s,23
14,5,Fernando Alonso,Ferrari,+0.670s,22
7,6,Kimi Räikkönen,Ferrari,+0.690s,24
11,7,Sergio Perez,Force India Mercedes,+0.967s,23
27,8,Nico Hulkenberg,Force India Mercedes,+1.316s,21
25,9,Jean-Eric Vergne,STR Renault,+1.378s,19
26,10,Daniil Kvyat,STR Renault,+1.408s,26
20,11,Kevin Magnussen,McLaren Mercedes,+1.491s,28
22,12,Jenson Button,McLaren Mercedes,+1.504s,21
77,13,Valtteri Bottas,Williams Mercedes,+1.672s,31
19,14,Felipe Massa,Williams Mercedes,+1.784s,30
99,15,Adrian Sutil,Sauber Ferrari,+1.840s,24
8,16,Romain Grosjean,Lotus Renault,+2.018s,26
17,17,Jules Bianchi,Marussia Ferrari,+2.114s,23
13,18,Pastor Maldonado,Lotus Renault,+2.360s,28
21,19,Esteban Gutierrez ,Sauber Ferrari,+2.391s,28
10,20,Kamui Kobayashi,Caterham Renault,+3.513s,32
4,21,Max Chilton,Marussia Ferrari,+3.636s,25
9,22,Marcus Ericsson,Caterham Renault,+3.831s,30
