,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:17.678,1:16.465,1:15.989,26
44,2,Lewis Hamilton,Mercedes,1:17.823,1:16.354,1:16.048,27
3,3,Daniel Ricciardo,Red Bull Racing Renault,1:17.900,1:17.233,1:16.384,22
1,4,Sebastian Vettel,Red Bull Racing Renault,1:18.383,1:17.074,1:16.547,25
14,5,Fernando Alonso,Ferrari,1:17.853,1:17.200,1:16.686,27
7,6,Kimi Räikkönen,Ferrari,1:17.902,1:17.398,1:17.389,27
25,7,Jean-Eric Vergne,STR Renault,1:17.557,1:17.657,1:17.540,26
20,8,Kevin Magnussen,McLaren Mercedes,1:17.978,1:17.609,1:17.555,25
26,9,Daniil Kvyat,STR Renault,1:18.616,1:17.594,1:18.090,23
11,10,Sergio Perez,Force India Mercedes,1:18.108,1:17.755,1:18.327,26
27,11,Nico Hulkenberg,Force India Mercedes,1:18.432,1:17.846,,20
22,12,Jenson Button,McLaren Mercedes,1:17.890,1:17.988,,20
77,13,Valtteri Bottas,Williams Mercedes,1:18.407,1:18.082,,20
8,14,Romain Grosjean,Lotus Renault,1:18.335,1:18.196,,23
13,15,Pastor Maldonado,Lotus Renault,1:18.585,1:18.356,,21
19,16,Felipe Massa,Williams Mercedes,1:18.209,,,10
21,17,Esteban Gutierrez ,Sauber Ferrari,1:18.741,,,11
99,18,Adrian Sutil,Sauber Ferrari,1:18.745,,,11
17,19,Jules Bianchi,Marussia Ferrari,1:19.332,,,10
4,20,Max Chilton,Marussia Ferrari,1:19.928,,,9
10,21,Kamui Kobayashi,Caterham Renault,1:20.133,,,9
9,22,Marcus Ericsson,Caterham Renault,1:21.732,,,9
