,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:17.631,1:17.109,1:16.540,17
77,2,Valtteri Bottas,Williams Mercedes,1:18.215,1:17.353,1:16.759,15
19,3,Felipe Massa,Williams Mercedes,1:18.381,1:17.370,1:17.078,21
20,4,Kevin Magnussen,McLaren Mercedes,1:18.260,1:17.788,1:17.214,17
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:18.117,1:17.855,1:17.273,19
1,6,Sebastian Vettel,Red Bull Racing Renault,1:18.194,1:17.646,1:17.577,16
14,7,Fernando Alonso,Ferrari,1:18.389,1:17.866,1:17.649,19
26,8,Daniil Kvyat,STR Renault,1:18.530,1:18.103,1:17.965,22
27,9,Nico Hulkenberg,Force India Mercedes,1:18.927,1:18.017,1:18.014,21
11,10,Sergio Perez,Force India Mercedes,1:18.916,1:18.161,1:18.035,21
22,11,Jenson Button,McLaren Mercedes,1:18.425,1:18.193,,15
7,12,Kimi Räikkönen,Ferrari,1:18.534,1:18.273,,13
25,13,Jean-Eric Vergne,STR Renault,1:18.496,1:18.285,,14
21,14,Esteban Gutierrez ,Sauber Ferrari,1:18.739,1:18.787,,14
8,15,Romain Grosjean,Lotus Renault,1:18.894,1:18.983,,14
44,16,Lewis Hamilton,Mercedes,1:18.683,,,5
99,17,Adrian Sutil,Sauber Ferrari,1:19.142,,,8
17,18,Jules Bianchi,Marussia Ferrari,1:19.676,,,8
13,19,Pastor Maldonado,Lotus Renault,1:20.195,,,7
10,20,Kamui Kobayashi,Caterham Renault,1:20.408,,,7
4,21,Max Chilton,Marussia Ferrari,1:20.489,,,9
9,22,Marcus Ericsson,Caterham Renault,DNS,,,0
