,Position,Driver,Car,Time
6,1,Nico Rosberg,Mercedes,1:16.540
77,2,Valtteri Bottas,Williams Mercedes,1:16.759
19,3,Felipe Massa,Williams Mercedes,1:17.078
20,4,Kevin Magnussen,McLaren Mercedes,1:17.214
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:17.273
1,6,Sebastian Vettel,Red Bull Racing Renault,1:17.577
14,7,Fernando Alonso,Ferrari,1:17.649
26,8,Daniil Kvyat,STR Renault,1:17.965
27,9,Nico Hulkenberg,Force India Mercedes,1:18.014
11,10,Sergio Perez,Force India Mercedes,1:18.035
22,11,Jenson Button,McLaren Mercedes,1:18.193
7,12,Kimi Räikkönen,Ferrari,1:18.273
25,13,Jean-Eric Vergne,STR Renault,1:18.285
8,14,Romain Grosjean,Lotus Renault,1:18.983
99,15,Adrian Sutil,Sauber Ferrari,1:19.142
21,16,Esteban Gutierrez ,Sauber Ferrari,1:18.787
17,17,Jules Bianchi,Marussia Ferrari,1:19.676
13,18,Pastor Maldonado,Lotus Renault,1:20.195
10,19,Kamui Kobayashi,Caterham Renault,1:20.408
44,20,Lewis Hamilton,Mercedes,
4,21,Max Chilton,Marussia Ferrari,1:20.489
