,Position,Driver,Car,Lap,Time,Avg Speed
2,1,David Coulthard,McLaren Mercedes,40,1:14.711,201.994
4,2,Rubens Barrichello,Ferrari,51,1:14.822,201.694
3,3,Michael Schumacher,Ferrari,48,1:14.901,201.481
22,4,Jacques Villeneuve,BAR Honda,68,1:15.117,200.902
16,5,Pedro Diniz,Sauber Petronas,69,1:15.305,200.401
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,69,1:15.521,199.827
12,7,Alexander Wurz,Benetton Playlife,70,1:15.560,199.724
9,8,Ralf Schumacher,Williams BMW,55,1:15.598,199.624
7,9,Eddie Irvine,Jaguar Cosworth,72,1:15.675,199.421
1,10,Mika Hakkinen,McLaren Mercedes,25,1:15.773,199.163
23,11,Ricardo Zonta,BAR Honda,48,1:15.812,199.060
8,12,Johnny Herbert,Jaguar Cosworth,69,1:15.812,199.060
20,13,Marc Gene,Minardi Fondmetal,72,1:16.044,198.453
15,14,Nick Heidfeld,Prost Peugeot,72,1:16.074,198.375
14,15,Jean Alesi,Prost Peugeot,44,1:16.124,198.244
11,16,Giancarlo Fisichella,Benetton Playlife,42,1:16.234,197.958
19,17,Jos Verstappen,Arrows Supertec,34,1:16.252,197.912
18,18,Pedro de la Rosa,Arrows Supertec,36,1:16.276,197.849
21,19,Gaston Mazzacane,Minardi Fondmetal,41,1:16.711,196.727
17,20,Mika Salo,Sauber Petronas,18,1:20.244,188.066
10,21,Jenson Button,Williams BMW,12,1:22.977,181.872
6,22,Jarno Trulli,Jordan Mugen Honda,4,1:24.770,178.025
