,Position,Driver,Car,Time / Gap,Laps
3,1,Michael Schumacher,Ferrari,1:14.804,34
4,2,Rubens Barrichello,Ferrari,+0.210s,32
2,3,David Coulthard,McLaren Mercedes,+0.335s,35
10,4,Jenson Button,Williams BMW,+0.349s,33
1,5,Mika Hakkinen,McLaren Mercedes,+0.489s,34
5,6,Heinz-Harald Frentzen,Jordan Mugen Honda,+0.595s,32
11,7,Giancarlo Fisichella,Benetton Playlife,+0.822s,34
22,8,Jacques Villeneuve,BAR Honda,+0.833s,30
9,9,Ralf Schumacher,Williams BMW,+0.934s,32
6,10,Jarno Trulli,Jordan Mugen Honda,+1.273s,32
16,11,Pedro Diniz,Sauber Petronas,+1.365s,34
23,12,Ricardo Zonta,BAR Honda,+1.376s,29
19,13,Jos Verstappen,Arrows Supertec,+1.456s,29
8,14,Johnny Herbert,Jaguar Cosworth,+1.504s,28
15,15,Nick Heidfeld,Prost Peugeot,+1.559s,36
12,16,Alexander Wurz,Benetton Playlife,+1.564s,34
18,17,Pedro de la Rosa,Arrows Supertec,+1.704s,33
17,18,Mika Salo,Sauber Petronas,+1.738s,34
21,19,Gaston Mazzacane,Minardi Fondmetal,+1.849s,33
7,20,Eddie Irvine,Jaguar Cosworth,+1.858s,33
14,21,Jean Alesi,Prost Peugeot,+2.296s,31
20,22,Marc Gene,Minardi Fondmetal,+2.513s,30
