,Position,Driver,Car,Laps,Time,Points
3,1,Michael Schumacher,Ferrari,73,1:36:30.883,10
4,2,Rubens Barrichello,Ferrari,73,+12.118s,6
5,3,Heinz-Harald Frentzen,Jordan Mugen Honda,73,+17.368s,4
22,4,Jacques Villeneuve,BAR Honda,73,+17.935s,3
2,5,David Coulthard,McLaren Mercedes,73,+28.813s,2
23,6,Ricardo Zonta,BAR Honda,73,+51.694s,1
7,7,Eddie Irvine,Jaguar Cosworth,73,+71.115s,0
16,8,Pedro Diniz,Sauber Petronas,72,+1 lap,0
15,9,Nick Heidfeld,Prost Peugeot,72,+1 lap,0
12,10,Alexander Wurz,Benetton Playlife,72,+1 lap,0
8,11,Johnny Herbert,Jaguar Cosworth,72,+1 lap,0
20,12,Marc Gene,Minardi Fondmetal,72,+1 lap,0
14,NC,Jean Alesi,Prost Peugeot,64,DNF,0
21,NC,Gaston Mazzacane,Minardi Fondmetal,59,DNF,0
9,NC,Ralf Schumacher,Williams BMW,58,DNF,0
18,NC,Pedro de la Rosa,Arrows Supertec,45,DNF,0
11,NC,Giancarlo Fisichella,Benetton Playlife,44,DNF,0
19,NC,Jos Verstappen,Arrows Supertec,34,DNF,0
1,NC,Mika Hakkinen,McLaren Mercedes,25,DNF,0
17,NC,Mika Salo,Sauber Petronas,18,DNF,0
10,NC,Jenson Button,Williams BMW,14,DNF,0
6,NC,Jarno Trulli,Jordan Mugen Honda,12,DNF,0
