,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing Honda,1:28.100,20
44,2,Lewis Hamilton,Mercedes,+0.214s,23
11,3,Sergio Perez,Red Bull Racing Honda,+0.529s,21
22,4,Yuki Tsunoda,AlphaTauri Honda,+0.541s,20
10,5,Pierre Gasly,AlphaTauri Honda,+0.615s,22
77,6,Valtteri Bottas,Mercedes,+0.919s,19
16,7,Charles Leclerc,Ferrari,+1.001s,22
55,8,Carlos Sainz,Ferrari,+1.049s,19
31,9,Esteban Ocon,Alpine Renault,+1.077s,19
4,10,Lando Norris,McLaren Mercedes,+1.200s,18
14,11,Fernando Alonso,Alpine Renault,+1.318s,21
99,12,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,+1.490s,20
7,13,Kimi Räikkönen,Alfa Romeo Racing Ferrari,+1.589s,24
3,14,Daniel Ricciardo,McLaren Mercedes,+1.617s,19
18,15,Lance Stroll,Aston Martin Mercedes,+1.930s,14
63,16,George Russell,Williams Mercedes,+1.934s,17
5,17,Sebastian Vettel,Aston Martin Mercedes,+2.196s,15
6,18,Nicholas Latifi,Williams Mercedes,+2.266s,17
47,19,Mick Schumacher,Haas Ferrari,+2.833s,20
9,20,Nikita Mazepin,Haas Ferrari,+2.879s,23
